VehicleID,Location,Maker,Model,Year,Colour,Type,Distance,Amount
VHL17265,Lagos,Lexus,GX,2015,Black,Nigerian Used,15000,13.5
VHL10779,Lagos,Toyota,RAV4,2013,Blue,Foreign Used,95000,8.99
VHL15603,Lagos,Toyota,Hilux SR 4x4,2016,Black,Nigerian Used,65680,18.0
VHL11017,Abuja,Toyota,Camry,2008,Silver,Nigerian Used,,2.4
VHL13731,Abuja,Toyota,Venza AWD,2011,White,Foreign Used,,7.7
VHL13045,Lagos,Lexus,RX,2007,Gold,Foreign Used,93758,5.7
VHL16337,Ibadan,Toyota,Camry,2012,Red,Foreign Used,,4.5
VHL18566,Abuja,Cadillac,CTS,2013,Silver,Foreign Used,,15.0
VHL18555,Ibadan,Toyota,Corolla,2012,Gray,Foreign Used,,4.2
VHL14410,Lagos,Lexus,RX 350 AWD,2013,Purple,Foreign Used,75000,10.5
VHL10730,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,Gray,Foreign Used,,12.8
VHL14958,Ibadan,Ford,Escape Titanium FWD,2016,Black,Nigerian Used,74000,6.0
VHL19156,Ibadan,Volkswagen,Golf,2002,Blue,Nigerian Used,145245,1.2
VHL14518,Lagos,Lexus,LX 570 (5 Seats) AWD,2021,Black,Brand New,,95.0
VHL18129,Abuja,Toyota,Matrix,2004,Silver,Nigerian Used,162584,1.5
VHL16443,Ibadan,Nissan,Pick-Up,1986,Blue,Foreign Used,,3.0
VHL16920,Abuja,Toyota,Highlander,2003,Silver,Nigerian Used,120447,2.75
VHL19306,Ibadan,Ford,Explorer,2013,Black,Nigerian Used,113744,4.73
VHL18014,Lagos,Lexus,RX 350,2011,White,Foreign Used,135482,8.6
VHL13517,Abuja,Mercedes-Benz,M Class ML 350 4Matic,2013,Blue,Foreign Used,,16.0
VHL17522,Abuja,Toyota,Hilux,2013,White,Nigerian Used,,9.5
VHL12865,Lagos,Toyota,Camry,2005,Silver,Foreign Used,95322,2.75
VHL16908,Lagos,Lexus,RX,2019,Gray,Foreign Used,28532,22.85
VHL19378,Lagos,Lexus,GX 460 Luxury,2017,Silver,Foreign Used,,29.0
VHL10458,Abuja,Toyota,Corolla Verso,2005,Gray,Foreign Used,,4.45
VHL14719,Abuja,Toyota,Highlander V6 4x4,2006,Gold,Foreign Used,120000,4.1
VHL19977,Lagos,Mercedes-Benz,C300,2008,Gray,Nigerian Used,1305,3.71
VHL15575,Lagos,Lexus,RX 350 AWD,2015,Brown,Foreign Used,63691,13.5
VHL16390,Abuja,Toyota,Venza,2012,Red,Foreign Used,53222,8.0
VHL17224,Lagos,Lexus,RX 350,2008,Gray,Foreign Used,56284,5.9
VHL12696,Ibadan,Toyota,Sienna,2006,Gold,Foreign Used,96000,3.1
VHL14719,Lagos,Lexus,LX 570,2009,Black,Nigerian Used,89454,13.2
VHL18295,Abuja,Toyota,Sienna,2008,Green,Nigerian Used,,1.9
VHL16654,Abuja,Mercedes-Benz,GLK-Class,2013,Black,Foreign Used,50787,11.5
VHL15573,Lagos,Lexus,RX 350 AWD,2008,Gray,Foreign Used,85000,5.5
VHL12436,Abuja,Toyota,Camry,2012,Black,Foreign Used,68123,4.65
VHL14401,Abuja,Toyota,Camry,2013,Black,Foreign Used,55648,5.5
VHL10936,Lagos,Honda,CR-V EX 4dr SUV (2.4L 4cyl 5A),2013,Gray,Nigerian Used,104281,4.5
VHL11012,Lagos,Toyota,Sienna XLE AWD 7-Passenger,2013,Blue,Foreign Used,,7.7
VHL19433,Abuja,BMW,320i,2013,White,Foreign Used,72000,7.95
VHL17298,Abuja,Toyota,Corolla Verso 1.8,2006,Black,Foreign Used,190936,3.38
VHL18231,Lagos,Toyota,Highlander Limited V6 4x4,2007,Red,Foreign Used,28521,4.6
VHL10164,Abuja,Lexus,RX 350 AWD,2019,White,Foreign Used,29050,25.0
VHL10273,Lagos,Lexus,RX,2010,Black,Foreign Used,,9.2
VHL15766,Lagos,Lexus,RX 350,2011,Beige,Foreign Used,75000,9.3
VHL19170,Abuja,Hyundai,Sonata,2010,Silver,Foreign Used,91000,4.0
VHL10339,Lagos,Lexus,ES 350,2008,Gray,Foreign Used,86000,4.65
VHL19149,Abuja,Toyota,Camry,2015,Black,Foreign Used,33000,9.0
VHL17503,Abuja,Toyota,Camry,2008,Silver,Nigerian Used,50000,2.5
VHL10506,Abuja,Honda,Accord Crosstour,2009,Red,Nigerian Used,131211,2.5
VHL15348,Lagos,Hyundai,Santa Fe 2.7 V6 GLS 4WD,2006,Blue,Nigerian Used,283219,3.38
VHL13477,Abuja,Mercedes-Benz,G-Class,2015,Gray,Nigerian Used,35000,68.0
VHL16870,Lagos,Toyota,Tacoma TRD Sport,2018,Gray,Foreign Used,,23.0
VHL18503,Lagos,Toyota,Highlander Limited,2012,Red,Foreign Used,50000,10.0
VHL19623,Lagos,Toyota,RAV4 Limited,2011,Black,Foreign Used,54177,6.3
VHL16015,Lagos,Toyota,Venza,2013,Black,,60714,8.07
VHL17480,Lagos,Nissan,Pathfinder LE AWD SUV (3.5L 6cyl 4A),2002,White,Foreign Used,105300,1.45
VHL16638,Abuja,Toyota,Camry,2004,Silver,Foreign Used,,2.8
VHL10508,Lagos,Mercedes-Benz,C180,2002,Silver,Foreign Used,136833,1.46
VHL11278,Lagos,Chevrolet,Uplander LT,2005,Gray,Nigerian Used,963200,0.8
VHL15837,Abuja,Rolls-Royce,Rolls-Royce Phantom,2021,Gray,Brand New,,456.0
VHL10783,Abuja,BMW,X3,2013,Red,Nigerian Used,95000,5.0
VHL18030,Ibadan,Toyota,Camry,2008,Blue,Foreign Used,,3.5
VHL12013,Ibadan,Toyota,Tacoma,1997,White,Foreign Used,81680,3.2
VHL11922,Lagos,Lexus,RX,2014,Red,Foreign Used,74534,12.5
VHL17246,Abuja,Ford,F-250,2007,Black,Foreign Used,86952,5.2
VHL17657,Lagos,Toyota,Camry,2015,Blue,Foreign Used,100000,7.7
VHL11508,Lagos,Lexus,GX 460,2011,Black,Foreign Used,,15.0
VHL19080,Abuja,Peugeot,206 SW,2003,Gray,Foreign Used,,1.4
VHL19162,Lagos,Toyota,Highlander,2011,Black,Foreign Used,82413,10.0
VHL11608,Ibadan,Toyota,Camry,2004,Blue,Foreign Used,131245,2.4
VHL19362,Lagos,Toyota,Sienna XLE Limited 4WD,2007,Green,Nigerian Used,75424,2.45
VHL16499,Abuja,Mercedes-Benz,CLK 350 Coupe,2007,Black,Nigerian Used,,1.7
VHL11204,Ibadan,Toyota,Camry,2005,Green,Foreign Used,,2.7
VHL10960,Lagos,Toyota,Venza V6,2011,Gray,Foreign Used,90345,7.1
VHL10808,Abuja,Mercedes-Benz,C400,2016,Silver,Brand New,41000,22.0
VHL19119,Abuja,Mercedes-Benz,C300,2018,Black,Foreign Used,22357,16.0
VHL15669,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2010,Gray,Foreign Used,,8.0
VHL10909,Lagos,Toyota,Venza V6 AWD,2010,Brown,Foreign Used,64070,6.2
VHL11387,Ibadan,Honda,Accord Touring,2018,Blue,Foreign Used,,17.5
VHL14494,Abuja,Lexus,RX,2018,Gray,Foreign Used,,24.5
VHL13105,Ibadan,Honda,Accord 2.4 Automatic,2003,Gray,Nigerian Used,302117,1.24
VHL19869,Abuja,Land Rover,Range Rover Sport,2015,White,Foreign Used,52215,25.0
VHL19269,Abuja,Honda,Accord,2016,Gray,Foreign Used,41653,7.3
VHL17267,Abuja,Toyota,Corolla,2003,Silver,Nigerian Used,124252,1.6
VHL18071,Lagos,Toyota,Venza V6,2009,Red,Nigerian Used,75984,4.95
VHL17693,Lagos,Lexus,RX 350 FWD,2017,Gray,Foreign Used,,19.0
VHL10192,Abuja,Mercedes-Benz,E350,2013,Blue,Foreign Used,,7.0
VHL14340,Lagos,Mercedes-Benz,GL-Class GL 450,2007,Black,Nigerian Used,176121,5.06
VHL16238,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2011,Gold,Foreign Used,,7.31
VHL12634,Lagos,Lexus,LX 570 (5 Seats) AWD,2019,Gray,Foreign Used,,60.0
VHL18267,Lagos,Mercedes-Benz,E300,2017,Black,Foreign Used,,19.85
VHL19932,Abuja,Mercedes-Benz,M Class ML 500 4Matic,2007,Black,Nigerian Used,169054,3.94
VHL19035,Ibadan,Lexus,ES,2003,Silver,,79002,2.25
VHL15252,Abuja,Honda,Accord,2016,Red,Foreign Used,105000,7.95
VHL19906,Abuja,Honda,Accord,2009,Green,Foreign Used,75000,3.2
VHL16255,Abuja,Mercedes-Benz,E350,2005,Gold,Nigerian Used,78452,1.75
VHL12880,Lagos,Lexus,ES 350,2009,Red,Foreign Used,,4.65
VHL19878,Lagos,Lexus,RX 350 FWD,2013,White,Foreign Used,100000,12.0
VHL10629,Abuja,Hyundai,Sonata,2013,White,Foreign Used,174864,4.3
VHL12591,Lagos,Lexus,ES 350 Crafted Line FWD,2015,Blue,Foreign Used,62668,10.65
VHL12250,Lagos,Acura,MDX,2009,Silver,Foreign Used,49858,4.4
VHL16662,Abuja,Mercedes-Benz,E350,2011,Gray,Foreign Used,31500,8.5
VHL10041,Abuja,Toyota,Sienna,2008,White,Foreign Used,,3.7
VHL18373,Lagos,Toyota,Tacoma Double Cab V6 Automatic,2010,Red,Foreign Used,,8.6
VHL18446,Lagos,Ford,Escape Limited,2010,Black,Nigerian Used,280188,2.81
VHL18354,Lagos,Toyota,Camry,2003,Silver,Foreign Used,151679,2.7
VHL16620,Lagos,Lexus,ES 350,2009,Black,Foreign Used,,4.65
VHL15048,Abuja,Jeep,Liberty 2.4,2003,Blue,Nigerian Used,,1.75
VHL11419,Abuja,Lexus,IS,2009,White,Foreign Used,45000,5.0
VHL17243,Lagos,Lexus,RX 350L Luxury AWD,2019,Black,Foreign Used,89227,22.8
VHL16070,Abuja,Toyota,Sienna XLE AWD,2009,Black,Nigerian Used,,2.6
VHL19651,Abuja,Ford,Escape,2014,Silver,Nigerian Used,154568,3.5
VHL11621,Lagos,Toyota,Camry,2007,Gold,Foreign Used,82062,3.7
VHL15254,Lagos,Lexus,ES 350,2008,Black,Foreign Used,63258,4.6
VHL14913,Abuja,Nissan,Murano SE,2006,Red,Nigerian Used,64000,1.45
VHL12540,Abuja,Lexus,RX 350 AWD,2012,Silver,Foreign Used,73453,10.0
VHL16314,Lagos,Lexus,ES 350,2009,White,Foreign Used,25000,4.8
VHL19609,Lagos,Mercedes-Benz,C250,2012,White,Nigerian Used,91214,3.9
VHL10376,Abuja,Lexus,ES 350 FWD,2013,Black,Foreign Used,10850,12.38
VHL16587,Lagos,Lexus,GX,2017,Silver,Foreign Used,,25.0
VHL16305,Lagos,Mercedes-Benz,GLS-Class GLS450 4Matic,2017,Green,Foreign Used,45000,38.0
VHL17527,Abuja,BMW,X6,2013,Blue,Foreign Used,64858,14.5
VHL19223,Lagos,Lexus,ES 350,2010,Black,Foreign Used,44132,4.95
VHL11981,Lagos,Mercedes-Benz,S-Class S 500 L (V221),2006,Silver,Foreign Used,,8.5
VHL17971,Lagos,Toyota,Highlander Limited,2012,Blue,Foreign Used,74690,8.3
VHL19625,Lagos,Lexus,GX 460 Luxury,2014,Red,Foreign Used,61000,18.7
VHL11856,Lagos,Mercedes-Benz,GL-Class,2015,Black,Foreign Used,,16.5
VHL12505,Abuja,Toyota,Land Cruiser Prado,2011,Black,Nigerian Used,50000,14.5
VHL12899,Abuja,Toyota,Camry LE FWD (2.5L 4cyl 8AM),2018,Gray,Foreign Used,61775,14.0
VHL13086,Lagos,Toyota,Highlander SE 4x4 V6 (3.5L 6cyl 8A),2018,White,Foreign Used,,18.5
VHL15207,Abuja,Toyota,Camry,2010,Blue,Nigerian Used,,2.7
VHL16633,Abuja,Toyota,Camry XLE V6 FWD,2020,Black,Foreign Used,4508,20.0
VHL13036,Abuja,Toyota,Corolla,2011,Gray,Nigerian Used,,3.6
VHL11410,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2007,Blue,Foreign Used,122583,5.0
VHL17604,Abuja,Toyota,Camry,2017,Gray,Foreign Used,55393,8.0
VHL14481,Lagos,Mazda,MPV LX,2004,Gray,Nigerian Used,141216,2.03
VHL16777,Lagos,Toyota,Venza V6 AWD,2010,Gray,Foreign Used,,7.5
VHL14521,Lagos,Mitsubishi,Pajero 3,2010,Gold,Nigerian Used,179544,2.48
VHL14481,Lagos,Lexus,GX 470,2009,Gold,Foreign Used,84645,9.2
VHL18356,Ibadan,Toyota,Corolla,2009,Silver,Nigerian Used,89000,3.12
VHL12879,Abuja,Mercedes-Benz,GLK-Class,2011,Blue,Nigerian Used,,7.4
VHL14209,Lagos,Toyota,Highlander 4x4,2008,Blue,Foreign Used,63152,6.0
VHL17610,Lagos,Lexus,GS,2007,Silver,,242032,2.92
VHL14082,Lagos,Toyota,Camry,2009,Gray,Foreign Used,64344,4.05
VHL18941,Lagos,Toyota,Tacoma Double Cab V6 Automatic,2009,Brown,Foreign Used,85000,8.5
VHL12357,Abuja,Toyota,Land Cruiser 5.7 V8 VX-S,2020,Black,Brand New,,125.0
VHL16697,Lagos,Mercedes-Benz,M Class ML 350 4Matic Off,2012,White,Foreign Used,98524,13.0
VHL11259,Lagos,Lexus,IS,2007,Blue,,211824,3.61
VHL11148,Abuja,BMW,X6,2013,Black,Foreign Used,,11.0
VHL17090,Abuja,Toyota,Avensis 2 Advanced Automatic,2010,Black,Nigerian Used,,2.85
VHL14246,Lagos,Acura,MDX,2008,Blue,Foreign Used,,3.9
VHL16460,Lagos,Toyota,Sienna,2004,Green,Nigerian Used,100399,2.36
VHL12634,Abuja,Mercedes-Benz,M Class ML 350 4Matic,2008,Black,Nigerian Used,85000,3.3
VHL19243,Abuja,Toyota,Sienna,2006,Red,Foreign Used,98523,3.0
VHL17542,Ibadan,Mercedes-Benz,C300,2013,Black,Foreign Used,110000,6.38
VHL13736,Abuja,Honda,Accord,2017,Gray,Foreign Used,52143,6.8
VHL19700,Abuja,Lexus,IS 350 AWD,2015,Black,Foreign Used,,10.0
VHL18577,Lagos,Lexus,GX,2006,Silver,Foreign Used,74690,6.45
VHL18608,Abuja,Honda,Accord,2005,Gold,Nigerian Used,,1.4
VHL19136,Lagos,Lexus,RX 350 AWD,2009,Silver,Foreign Used,,5.4
VHL13951,Lagos,Toyota,RAV4,2015,White,Foreign Used,,10.45
VHL19110,Lagos,Lexus,IS 250,2007,Silver,Nigerian Used,108452,4.5
VHL16432,Abuja,Toyota,Camry XSE FWD (2.5L 4cyl 8AM),2018,Brown,Foreign Used,,16.0
VHL18201,Lagos,Lexus,GX 460 Premium,2012,Gray,Foreign Used,,17.0
VHL13868,Ibadan,Honda,Accord 2 Comfort Automatic,2008,Gray,Nigerian Used,,1.35
VHL10487,Abuja,Toyota,Sienna,2006,Gold,,156789,3.37
VHL13957,Abuja,Toyota,Corolla,2017,White,Foreign Used,52221,6.95
VHL13463,Abuja,Ford,Edge,2012,Black,Nigerian Used,98653,3.45
VHL15454,Lagos,Kia,Cadenza,2014,Gray,,52013,5.61
VHL18531,Abuja,Mercedes-Benz,E300,2017,Silver,Foreign Used,10010,28.0
VHL19246,Lagos,Lexus,ES 350,2011,Silver,Foreign Used,,6.1
VHL11564,Ibadan,Toyota,Corolla,2010,Silver,Foreign Used,185460,3.88
VHL16132,Lagos,Lexus,IS 350 AWD,2014,Gray,Foreign Used,,14.5
VHL17449,Abuja,Hyundai,Genesis,2013,Black,Foreign Used,45123,5.45
VHL16901,Abuja,Ford,Explorer,2006,Gray,Nigerian Used,80000,2.0
VHL14288,Lagos,Lexus,RX,2009,Red,Nigerian Used,98234,3.2
VHL13401,Abuja,Honda,Civic LX Sedan Automatic,2012,Gray,Foreign Used,,3.6
VHL13701,Abuja,Lexus,RX 350 AWD,2012,Black,Foreign Used,49000,9.0
VHL12013,Abuja,Toyota,Camry,2011,Gold,Nigerian Used,92828,2.8
VHL15793,Lagos,Lexus,RX 350 AWD,2012,Black,Nigerian Used,107542,7.85
VHL14075,Ibadan,Toyota,Camry,2007,Silver,Nigerian Used,99000,2.4
VHL14438,Abuja,Toyota,Avalon TRD,2020,Black,Brand New,7000,30.0
VHL12393,Lagos,Suzuki,Swift,2018,Black,,62,7.1
VHL17513,Lagos,Lexus,ES 350,2007,Silver,Foreign Used,100852,4.1
VHL18092,Lagos,Lexus,IS,2012,Black,Foreign Used,,6.2
VHL16827,Abuja,Mercedes-Benz,S-Class,2016,Black,Foreign Used,25000,45.0
VHL15453,Abuja,Toyota,Avalon Limited,2007,Gray,Nigerian Used,102536,3.3
VHL18631,Lagos,Lexus,RX,2017,Black,Foreign Used,20063,20.0
VHL12330,Abuja,Toyota,Corolla,2009,Silver,Nigerian Used,90000,2.65
VHL12366,Lagos,Toyota,Camry LE FWD (2.5L 4cyl 8AM),2018,White,Foreign Used,,13.25
VHL13133,Lagos,Toyota,Camry,2011,Gray,Foreign Used,96045,3.4
VHL14129,Abuja,Mercedes-Benz,E63,2021,Black,Brand New,,79.0
VHL17627,Abuja,Toyota,Corolla SE,2020,Black,Brand New,6128,19.0
VHL19907,Ibadan,Mazda,MPV,2005,Silver,Foreign Used,,1.95
VHL17578,Ibadan,Chevrolet,Camaro,2015,Yellow,Foreign Used,91000,12.5
VHL17982,Abuja,Rolls-Royce,Ghost Base EWB,2016,Gray,Foreign Used,26400,240.0
VHL18497,Lagos,Ford,Edge,2012,White,Foreign Used,1284898,5.63
VHL19377,Abuja,Lexus,RX 350 2WD,2020,Beige,Brand New,,32.0
VHL16311,Ibadan,Hyundai,Santa Fe,2008,Gray,Nigerian Used,,2.2
VHL15686,Lagos,Toyota,4-Runner,2018,Blue,Foreign Used,30000,27.5
VHL10970,Lagos,Toyota,Venza,2014,White,Foreign Used,48000,9.3
VHL10979,Abuja,Honda,Accord,2014,Gold,Foreign Used,,6.5
VHL16269,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2008,Black,Foreign Used,80000,5.7
VHL18163,Lagos,Lexus,RX 350,2010,Ivory,Foreign Used,,9.5
VHL13506,Lagos,Land Rover,Range Rover Sport,2014,White,Foreign Used,,27.0
VHL11611,Lagos,Honda,Civic 1.8i-VTEC EXi Automatic,2006,White,Nigerian Used,160141,1.69
VHL16047,Abuja,Kia,Soul 4dr Wagon (1.6L 4cyl 6M),2014,Silver,Foreign Used,42513,6.8
VHL15222,Abuja,Toyota,Camry,2009,Green,Foreign Used,92000,3.7
VHL19949,Abuja,Mercedes-Benz,E350,2010,White,Foreign Used,65238,6.5
VHL12851,Abuja,Toyota,Picnic 2 FWD,2006,Blue,Nigerian Used,120420,1.92
VHL12926,Abuja,Lexus,ES 350,2009,Silver,Foreign Used,,4.8
VHL19354,Lagos,Lexus,IS 250 AWD Automatic,2010,Black,Foreign Used,96000,4.3
VHL13537,Lagos,Mercedes-Benz,M Class,2014,Black,Foreign Used,51000,15.0
VHL19604,Lagos,Lexus,GX 460 Luxury,2016,Black,Foreign Used,,23.0
VHL12028,Abuja,Mercedes-Benz,C300,2009,Black,Foreign Used,53000,4.3
VHL11759,Abuja,Toyota,Camry 2.4 LE,2008,Gray,Nigerian Used,,2.6
VHL17280,Abuja,Lexus,RX 350,2010,Silver,Foreign Used,,8.1
VHL13706,Lagos,Toyota,4-Runner Limited V6,2009,Gray,Foreign Used,85020,6.0
VHL10056,Abuja,Toyota,Corolla,2014,Green,Foreign Used,32000,5.8
VHL15891,Abuja,Mercedes-Benz,C300,2009,Black,Foreign Used,45000,5.0
VHL11707,Lagos,Toyota,4-Runner Limited V6,2005,Gray,Foreign Used,895231,5.0
VHL18958,Lagos,Mercedes-Benz,GLS-Class GLS450 4MATIC,2018,Black,Foreign Used,56263,56.25
VHL15038,Abuja,Honda,Civic Sedan EX,2013,Black,Foreign Used,,4.5
VHL18950,Abuja,Honda,Accord,2019,Gray,Foreign Used,,15.0
VHL19475,Lagos,Lexus,ES,2013,White,Foreign Used,,8.5
VHL16827,Lagos,Honda,Accord,1997,Silver,Nigerian Used,237637,0.62
VHL10753,Abuja,Lexus,ES 350,2008,White,Foreign Used,65000,4.3
VHL15491,Ibadan,Nissan,Micra,2002,Gold,Foreign Used,125000,1.85
VHL10658,Abuja,Toyota,4-Runner Limited,2004,Gray,Nigerian Used,1230000,1.3
VHL11818,Ibadan,Toyota,Corolla,2013,Gold,Foreign Used,70168,4.7
VHL18269,Lagos,Lexus,RX 350 AWD,2015,Silver,Foreign Used,,13.5
VHL17088,Abuja,BMW,3 Series,2010,Black,Foreign Used,261704,3.38
VHL11864,Abuja,Toyota,Venza V6,2009,Gold,Foreign Used,,6.1
VHL16436,Abuja,Toyota,Camry,2018,Silver,Foreign Used,33000,17.6
VHL14197,Lagos,Toyota,RAV4 2.5 Sport 4x4,2011,Gray,Foreign Used,65000,6.1
VHL13201,Lagos,Lexus,ES 350,2008,Silver,Foreign Used,71836,4.0
VHL16762,Abuja,Toyota,RAV4 Limited V6,2007,Black,Nigerian Used,136529,2.65
VHL15612,Lagos,Mercedes-Benz,GLE-Class,2017,Blue,Foreign Used,65000,27.0
VHL17089,Lagos,Toyota,Highlander Limited,2008,Gray,Foreign Used,,6.5
VHL10414,Abuja,Lexus,LX 570,2012,Gray,Foreign Used,,28.5
VHL19070,Abuja,Toyota,Camry,2010,White,Foreign Used,41235,4.1
VHL14915,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Red,Foreign Used,96000,11.0
VHL10414,Abuja,Mercedes-Benz,C350,2009,Gray,Nigerian Used,135511,2.1
VHL12655,Lagos,Mercedes-Benz,GLA-Class,2015,Gray,Foreign Used,85000,11.7
VHL19133,Lagos,Mercedes-Benz,GLA-Class,2015,Gray,Foreign Used,32000,16.5
VHL13248,Abuja,Honda,Accord,2014,Burgandy,Nigerian Used,95683,4.4
VHL19203,Abuja,Ford,Ranger,2018,Black,Foreign Used,42384,14.7
VHL18928,Abuja,Mercedes-Benz,E350,2014,Gray,Foreign Used,,14.5
VHL12940,Lagos,Lexus,GX,2007,Gray,Foreign Used,,7.3
VHL15774,Lagos,Toyota,Corolla Sedan Automatic,2004,Blue,Nigerian Used,258908,1.8
VHL13540,Abuja,Honda,Accord,2019,Gray,Foreign Used,25130,16.5
VHL15505,Lagos,Honda,Civic,2014,Red,Nigerian Used,79000,3.5
VHL19288,Abuja,Lexus,RX,2017,White,Nigerian Used,37000,17.5
VHL18348,Lagos,Acura,MDX,2012,Black,Foreign Used,65200,5.55
VHL15014,Abuja,Toyota,Matrix,2003,Green,Nigerian Used,133450,1.91
VHL17835,Lagos,Lexus,RX 350,2011,White,Foreign Used,,9.5
VHL10108,Abuja,Toyota,Corolla,2014,Black,Foreign Used,,6.0
VHL15906,Abuja,Toyota,Camry,2013,Black,Nigerian Used,,4.35
VHL11775,Ibadan,Toyota,Camry,2012,Black,Foreign Used,,5.2
VHL17529,Lagos,Toyota,Venza V6,2010,White,Foreign Used,,7.3
VHL13246,Abuja,Hyundai,Sonata,2014,Gray,Foreign Used,56225,3.85
VHL16785,Abuja,Toyota,Land Cruiser Prado,2021,Black,Brand New,1156,34.5
VHL19955,Lagos,Toyota,Tacoma TRD Off Road,2019,White,Foreign Used,42671,25.0
VHL10306,Abuja,Lexus,IS,2014,White,Foreign Used,73623,10.7
VHL13446,Lagos,Honda,Stream,2003,Silver,Foreign Used,196184,1.91
VHL17318,Abuja,Cadillac,Escalade,2020,Black,Foreign Used,11000,95.0
VHL14106,Lagos,Toyota,Camry,2013,Red,Foreign Used,63000,6.2
VHL10785,Lagos,Lexus,RX,2010,Black,Foreign Used,754365,8.5
VHL10715,Abuja,Mercedes-Benz,GLK-Class,2015,Black,Foreign Used,,11.2
VHL10675,Lagos,Lexus,RX 350 FWD,2014,Silver,Foreign Used,,12.7
VHL12737,Lagos,Ford,Edge,2013,Blue,Nigerian Used,,4.1
VHL15823,Abuja,Hyundai,Tucson Limited AWD,2016,Silver,Foreign Used,,10.2
VHL14986,Abuja,Honda,Pilot,2018,Silver,Foreign Used,22000,16.5
VHL10803,Ibadan,Toyota,Camry,2007,Gold,Foreign Used,,3.42
VHL15238,Abuja,Toyota,RAV4 LE AWD (2.5L 4cyl 6A),2013,Black,Foreign Used,100000,7.5
VHL14506,Lagos,Lexus,GX 460 Base,2013,Gray,Nigerian Used,25000,12.7
VHL14947,Lagos,Toyota,Camry 2.3 Hybrid,2007,Gold,Foreign Used,74053,3.6
VHL13566,Abuja,Mercedes-Benz,GL-Class GL 450,2008,Blue,Foreign Used,87432,6.19
VHL18328,Lagos,Toyota,Camry,2008,Blue,Foreign Used,,3.8
VHL13402,Ibadan,Toyota,RAV4 3.5 4x4,2010,Black,Foreign Used,95088,4.2
VHL16138,Abuja,Land Rover,Rover LR3 SE,2005,Silver,Nigerian Used,,2.0
VHL19929,Abuja,Lexus,SC 430,2002,Silver,Nigerian Used,101348,2.6
VHL17517,Lagos,Toyota,Corolla LE,2006,Blue,Nigerian Used,169259,1.46
VHL11437,Lagos,Mercedes-Benz,GLK-Class,2014,Black,Foreign Used,85000,10.55
VHL18348,Lagos,Mercedes-Benz,E350,2012,Black,Nigerian Used,69388,5.63
VHL16026,Ibadan,Toyota,Corolla,2013,Red,Nigerian Used,127312,4.1
VHL11614,Lagos,Lexus,ES 350,2008,Black,Foreign Used,82000,4.75
VHL15099,Lagos,Lexus,RX 330,2005,Silver,Nigerian Used,98075,3.55
VHL10248,Lagos,Lexus,ES 350,2007,Gold,Foreign Used,,4.3
VHL17929,Abuja,Kia,Optima,2013,Black,Nigerian Used,78000,2.7
VHL13132,Lagos,Toyota,4-Runner Limited 4WD,2010,Black,Foreign Used,,13.7
VHL10961,Abuja,Toyota,Camry 2.4 LE,2008,Silver,Nigerian Used,,1.8
VHL12641,Abuja,Lexus,ES 350,2008,Gray,Nigerian Used,128046,3.3
VHL11933,Lagos,Lexus,IS,2007,Black,,93331,3.26
VHL13525,Abuja,Mercedes-Benz,C200,2021,White,Brand New,,68.0
VHL19562,Lagos,BMW,7 Series,2004,Green,Nigerian Used,1,2.14
VHL13325,Lagos,Lexus,ES 350,2009,Silver,Foreign Used,89000,4.5
VHL18681,Lagos,Lexus,ES,2014,White,Foreign Used,,9.5
VHL10867,Ibadan,Lexus,RX 330,2005,Gray,Foreign Used,78000,4.85
VHL13081,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2010,White,Foreign Used,73340,7.38
VHL19824,Lagos,Lexus,GX,2016,Black,Nigerian Used,52140,13.5
VHL11732,Lagos,Mercedes-Benz,GL-Class,2013,Silver,,106199,8.41
VHL10715,Lagos,Toyota,Camry,2009,Black,Foreign Used,,3.6
VHL14973,Abuja,Mercedes-Benz,CLA-Class,2014,Gray,Nigerian Used,,7.8
VHL14232,Lagos,Toyota,Corolla LE,2007,Gray,Foreign Used,125000,3.0
VHL19788,Lagos,Toyota,Camry,2009,Gold,Nigerian Used,107036,2.7
VHL14294,Lagos,Toyota,Tacoma PreRunner Access Cab,2006,White,Foreign Used,75000,5.5
VHL17705,Lagos,Toyota,Land Cruiser Prado,2015,Black,Nigerian Used,,17.8
VHL10488,Lagos,Toyota,4-Runner,2015,Black,Foreign Used,,19.5
VHL16459,Lagos,Lexus,RX 350,2008,Silver,Foreign Used,,5.3
VHL10456,Lagos,Lexus,IS 350,2008,Silver,Foreign Used,112189,3.68
VHL12567,Lagos,Toyota,Camry,2008,Silver,Foreign Used,,3.35
VHL17446,Abuja,Toyota,Venza,2011,Red,Foreign Used,89362,8.8
VHL18501,Abuja,Ford,F-150 FX4,2010,Black,Nigerian Used,127565,3.8
VHL10890,Lagos,Mazda,CX-9,2008,Red,Foreign Used,284391,4.28
VHL13948,Abuja,Toyota,Tacoma,2015,Gray,Foreign Used,44268,9.5
