index,Location,Maker,Model,Year,Colour,Distance,Amount,Use_type_Brand New,Use_type_Foreign Used,Use_type_Nigerian Used
2623,2,53,406,2014.0,2,71601.0,1.7457155307266483,0,0,1
2624,0,34,234,2012.0,2,101664.2219387755,1.7227665977411035,0,0,1
2625,2,29,1039,2020.0,22,15767.532258064517,3.4011973816621555,0,1,0
2626,0,34,591,2013.0,22,74574.0,2.174751721484161,0,0,1
2627,0,53,795,2012.0,2,7000.0,3.1354942159291497,0,1,0
2628,2,29,730,2010.0,22,111522.88737864078,1.9459101490553132,0,1,0
2629,0,53,187,2007.0,9,46052.0,1.536867219599265,0,1,0
2630,1,17,146,2010.0,18,75000.0,1.6486586255873816,0,1,0
2631,2,53,32,2013.0,9,55000.0,2.8622008809294686,0,1,0
2632,2,53,1240,2014.0,2,77686.18630136986,2.580216829592325,0,1,0
2633,0,34,251,2009.0,2,115596.78333333334,1.7404661748405046,0,1,0
2634,0,34,251,2009.0,2,120370.0,1.5040773967762742,0,0,1
2635,2,53,316,2012.0,9,70662.0,1.9740810260220096,0,1,0
2636,0,53,316,2012.0,18,101664.2219387755,1.791759469228055,0,1,0
2637,0,29,728,2015.0,9,66000.63322884013,2.5494451709255714,0,1,0
2638,0,17,158,2010.0,18,111522.88737864078,1.0473189942805592,0,0,1
2639,2,29,731,2012.0,18,84217.0,1.8562979903656263,0,1,0
2640,0,39,78,2017.0,18,50333.97142857143,2.3978952727983707,0,0,1
2641,0,53,406,2013.0,18,87886.068,1.5686159179138452,0,0,1
2642,2,29,624,2016.0,9,32500.0,3.0204248861443626,0,1,0
2643,2,29,624,2011.0,9,17000.0,2.970414465569701,0,1,0
2644,2,53,316,2013.0,17,87886.068,1.9387416595767009,0,1,0
2645,0,53,1163,2014.0,2,51423.0,2.2874714551839976,0,1,0
2646,2,53,316,2008.0,18,78000.0,1.589235205116581,0,1,0
2647,2,29,629,2006.0,8,146108.96941896025,2.0412203288596382,0,1,0
2648,2,29,624,2014.0,18,77686.18630136986,3.1780538303479458,0,1,0
2649,0,29,480,2008.0,17,65214.0,1.5151272329628591,0,0,1
2650,1,29,477,2005.0,18,86000.0,1.3480731482996928,0,1,0
2651,1,0,1237,2010.0,8,110087.0,1.4701758451005926,0,1,0
2652,2,34,588,2016.0,4,41774.0,3.535145354171894,0,1,0
2653,0,53,406,2017.0,1,84000.0,2.0149030205422647,0,1,0
2654,2,29,480,2008.0,9,110000.0,1.7047480922384253,0,1,0
2655,2,29,1038,2011.0,18,96321.0,2.3174737054877963,0,1,0
2656,0,53,316,2008.0,9,131654.0,1.5260563034950492,0,1,0
2657,2,53,316,2007.0,10,139643.87962962964,1.6094379124341003,0,1,0
2658,0,34,251,2015.0,2,42235.0,2.5649493574615367,0,1,0
2659,1,19,116,2007.0,10,167006.0,0.9895411936137477,0,1,0
2660,0,14,489,2001.0,18,173113.0,1.7047480922384253,0,0,1
2661,1,53,427,2007.0,2,139643.87962962964,1.1474024528375417,0,0,1
2662,2,53,50,2007.0,1,122800.0,2.0014800002101243,0,1,0
2663,0,40,1323,2008.0,3,42000.0,1.410986973710262,0,1,0
2664,0,14,491,2015.0,3,31594.0,2.388762789235098,0,1,0
2665,2,37,177,2013.0,9,79710.0,1.3962446919730587,0,0,1
2666,1,53,316,2007.0,10,102000.0,1.5040773967762742,0,1,0
2667,0,53,788,2012.0,2,86000.0,2.8622008809294686,0,0,1
2668,2,29,623,2019.0,18,17000.0,3.6375861597263857,0,1,0
2669,1,53,316,2007.0,8,141956.0,1.6134299337036377,0,1,0
2670,0,17,120,2005.0,3,95000.0,0.8329091229351039,0,0,1
2671,2,53,316,2008.0,8,78635.0,1.599387576580599,0,1,0
2672,0,34,251,2008.0,18,120987.17749603803,1.3737155789130306,0,1,0
2673,2,29,1028,1999.0,4,87886.068,1.3987168811184478,0,1,0
2674,0,29,1028,2020.0,9,15767.532258064517,3.258096538021482,0,1,0
2675,2,53,1253,2017.0,9,24000.0,3.044522437723423,0,1,0
2676,2,29,729,2007.0,18,139643.87962962964,1.5851452198650557,0,1,0
2677,2,29,621,2018.0,8,145278.0,3.068052935133617,0,1,0
2678,0,29,480,2012.0,2,80000.0,1.9459101490553132,0,1,0
2679,0,34,588,2016.0,2,59739.19502074689,3.258096538021482,0,1,0
2680,2,53,316,2009.0,18,156750.0,1.55814461804655,0,1,0
2681,1,17,120,2008.0,9,85520.38261184731,1.1786549963416462,0,0,1
2682,1,53,1306,2011.0,18,113567.0,2.0476928433652555,0,0,1
2683,2,29,480,2008.0,22,120987.17749603803,1.5040773967762742,0,0,1
2684,2,53,669,2009.0,22,153000.0,2.1972245773362196,0,1,0
2685,1,53,316,2013.0,18,27651.0,1.8794650496471605,0,1,0
2686,0,53,185,2015.0,2,42000.0,2.302585092994046,0,1,0
2687,0,53,1173,2011.0,17,45760.0,2.0149030205422647,0,1,0
2688,2,53,316,2003.0,2,87886.068,0.8544153281560676,0,0,1
2689,1,53,316,2011.0,18,80136.0,1.7227665977411035,0,1,0
2690,0,53,820,2019.0,2,700.0,3.6109179126442243,1,0,0
2691,0,3,95,2018.0,22,33300.0,3.8918202981106265,0,1,0
2692,0,53,351,2020.0,2,1010.0,4.219507705176107,1,0,0
2693,2,29,1048,2020.0,9,15767.532258064517,3.4339872044851463,0,1,0
2694,0,53,1173,2010.0,5,148524.0,1.7749523509116738,0,1,0
2695,1,3,30,2001.0,2,90828.0,0.6418538861723947,0,0,1
2696,2,34,844,2012.0,2,101664.2219387755,2.5649493574615367,0,1,0
2697,0,53,406,2013.0,3,87886.068,1.7578579175523736,0,1,0
2698,2,29,628,2007.0,8,139643.87962962964,2.186051276738094,0,1,0
2699,2,53,321,2008.0,2,120987.17749603803,1.62924053973028,0,1,0
2700,2,0,862,2020.0,9,2443.0,3.2068032436339315,0,1,0
2701,0,53,406,2010.0,17,75000.0,1.4701758451005926,0,1,0
2702,0,53,316,2015.0,3,56000.0,1.8946168546677629,0,0,1
2703,0,34,465,2006.0,18,87886.068,1.1249295969854831,0,0,1
2704,2,14,494,2007.0,17,98172.0,0.9895411936137477,0,0,1
2705,2,29,621,2017.0,22,24995.0,3.091042453358316,0,1,0
2706,2,29,838,1999.0,8,95812.0,1.1085626195212777,0,1,0
2707,2,29,1028,2010.0,17,87886.068,2.378619779270043,0,1,0
2708,1,53,316,2018.0,18,44090.12037037037,2.6390573296152584,0,1,0
2709,2,53,34,2004.0,2,75483.0,1.7316555451583497,0,1,0
2710,2,29,480,2008.0,8,61135.0,1.791759469228055,0,1,0
2711,2,53,316,2009.0,17,108412.0,1.5260563034950492,0,1,0
2712,2,29,1033,2005.0,2,156069.08239700375,1.8164520818184267,0,1,0
2713,2,53,1244,2010.0,3,111522.88737864078,2.1972245773362196,0,1,0
2714,0,53,672,2006.0,10,146108.96941896025,1.5789787049493917,0,1,0
2715,2,29,1039,2020.0,8,8000.0,3.367295829986474,0,1,0
2716,2,29,772,2020.0,2,4142.0,4.418840607796598,0,1,0
2717,2,34,844,2010.0,9,111522.88737864078,2.128231705849268,0,1,0
2718,2,29,1028,2010.0,2,41275.0,2.33214389523559,0,1,0
2719,2,53,316,2012.0,22,87886.068,1.891604804197771,0,1,0
2720,2,53,977,2015.0,17,65000.0,2.302585092994046,0,1,0
2721,2,34,840,2014.0,18,48000.0,2.760009940032921,0,1,0
2722,2,0,863,2008.0,4,85000.0,1.589235205116581,0,1,0
2723,0,53,316,2018.0,2,7000.0,2.9444389791664403,0,1,0
2724,0,34,270,2006.0,9,154140.0,1.2612978709452054,0,1,0
2725,2,54,1270,2018.0,3,72831.0,3.4094961844768505,0,1,0
2726,2,53,1240,2010.0,22,58471.0,2.2617630984737906,0,1,0
2727,2,34,257,2017.0,2,50333.97142857143,3.1780538303479458,0,1,0
2728,2,29,621,2018.0,2,44090.12037037037,3.3843902633457743,0,1,0
2729,1,29,483,2013.0,3,67334.0,2.0014800002101243,0,0,1
2730,0,53,316,2015.0,9,75000.0,2.0794415416798357,0,1,0
2731,2,53,1240,2010.0,3,78540.0,2.1162555148025524,0,1,0
2732,2,34,840,2010.0,2,15326.0,2.0149030205422647,0,1,0
2733,0,53,406,2017.0,18,90000.0,1.824549292051046,0,0,1
2734,0,34,246,2006.0,2,146108.96941896025,0.8754687373538999,0,0,1
2735,2,53,316,2005.0,2,85503.83633786453,1.3376291891386096,0,1,0
2736,2,34,840,2014.0,9,77686.18630136986,2.4423470353692043,0,0,1
2737,0,53,406,2021.0,2,3120.0,2.917770732084279,0,1,0
2738,1,37,883,2005.0,3,79000.0,0.8960880245566357,0,1,0
2739,0,53,321,2008.0,18,48090.0,1.536867219599265,0,1,0
2740,0,53,406,2015.0,2,85031.0,1.9740810260220096,0,1,0
2741,2,29,1028,2013.0,8,20653.0,2.3608540011180215,0,1,0
2742,2,0,858,2008.0,2,65412.0,1.5686159179138452,0,1,0
2743,0,53,406,2008.0,18,120987.17749603803,1.252762968495368,0,0,1
2744,2,34,840,2015.0,9,40289.0,2.6741486494265287,0,1,0
2745,0,34,844,2013.0,2,70127.0,2.5257286443082556,0,0,1
2746,2,53,977,2017.0,9,30000.0,2.6282852326333477,0,1,0
2747,2,29,480,2009.0,8,23166.0,1.7047480922384253,0,1,0
2748,2,34,840,2010.0,22,68529.0,2.1162555148025524,0,1,0
2749,2,29,1048,2021.0,18,7653.89,3.5263605246161616,1,0,0
2750,2,34,601,2017.0,2,70000.0,3.5263605246161616,0,1,0
2751,2,54,923,2007.0,10,87886.068,0.9001613499442714,0,0,1
2752,2,28,1069,2008.0,22,120987.17749603803,1.4350845252893227,0,0,1
2753,1,53,406,2004.0,2,180983.2039800995,1.2947271675944,0,1,0
2754,0,53,412,2004.0,3,180983.2039800995,1.0986122886681098,0,0,1
2755,0,34,267,2014.0,2,77686.18630136986,2.8622008809294686,0,1,0
2756,2,29,1052,2019.0,22,42000.0,3.1780538303479458,0,1,0
2757,1,37,564,2004.0,18,180983.2039800995,1.4701758451005926,0,1,0
2758,2,19,1202,2012.0,22,101664.2219387755,1.5686159179138452,0,1,0
2759,0,17,120,2013.0,2,54000.0,1.7227665977411035,0,0,1
2760,0,29,1028,2011.0,9,54878.0,2.3513752571634776,0,1,0
2761,0,34,1115,2005.0,18,156069.08239700375,0.9745596399981308,0,1,0
2762,1,53,424,2006.0,8,97000.0,1.2947271675944,0,1,0
2763,2,53,1313,2010.0,18,72000.0,2.1400661634962708,0,1,0
2764,2,19,1202,2014.0,22,127534.0,2.1150499691472033,0,1,0
2765,0,29,1028,2014.0,4,56000.0,2.379546134130174,0,1,0
2766,2,34,1222,2001.0,22,87886.068,1.7029282555214393,0,1,0
2767,0,53,1313,2012.0,17,100101.0,2.1972245773362196,0,1,0
2768,2,29,1028,2005.0,2,156069.08239700375,1.791759469228055,0,1,0
2769,0,53,701,2010.0,22,111522.88737864078,2.0149030205422647,0,0,1
2770,2,53,1241,2016.0,2,59739.19502074689,2.917770732084279,0,1,0
2771,0,53,1314,2010.0,2,111522.88737864078,1.8870696490323797,0,0,1
2772,2,53,666,2010.0,2,89754.0,2.122261538862764,0,0,1
2773,0,34,568,2021.0,2,11836.0,3.9889840465642745,1,0,0
2774,2,25,360,2011.0,9,122290.0,0.9895411936137477,0,0,1
2775,1,29,1042,2013.0,2,98000.0,2.5649493574615367,0,1,0
2776,2,53,1392,2010.0,3,85486.97807914694,0.8544153281560676,0,0,1
2777,0,53,427,2004.0,10,50000.0,1.1151415906193203,0,0,1
2778,1,38,1402,2005.0,18,156000.0,1.0647107369924282,0,1,0
2779,0,34,251,2016.0,22,59739.19502074689,2.6878474937846906,0,1,0
2780,0,53,339,2018.0,17,40000.0,2.6026896854443837,0,1,0
2781,0,19,1202,2015.0,18,60000.0,2.0794415416798357,0,1,0
2782,2,34,587,2018.0,22,44090.12037037037,3.7954891891721947,0,1,0
2783,2,53,687,2004.0,2,85000.0,1.5686159179138452,0,1,0
2784,0,34,588,2016.0,2,35214.0,3.1780538303479458,0,1,0
2785,2,34,251,2018.0,2,44090.12037037037,2.8903717578961645,0,1,0
2786,2,53,43,2005.0,3,156069.08239700375,1.6863989535702288,0,1,0
2787,2,53,1306,2010.0,18,96742.0,2.0541237336955462,0,1,0
2788,0,28,1060,2007.0,2,60896.0,1.3862943611198906,0,0,1
2789,1,19,1143,2009.0,10,113451.0,1.423108334242607,0,1,0
2790,2,29,1038,2007.0,2,87886.068,1.8562979903656263,0,1,0
2791,2,34,591,2009.0,9,115596.78333333334,2.2617630984737906,0,1,0
2792,2,17,951,2006.0,22,142051.0,1.000631880307906,0,0,1
2793,2,29,1028,2019.0,2,9000.0,3.1780538303479458,0,1,0
2794,0,19,1202,2016.0,2,59739.19502074689,2.1400661634962708,0,1,0
2795,2,29,1028,2010.0,9,40520.0,2.3513752571634776,0,1,0
2796,0,3,1364,2009.0,2,60000.0,2.2512917986064953,0,1,0
2797,2,53,666,2019.0,17,23881.0,2.70805020110221,0,1,0
2798,1,53,406,2010.0,9,96000.0,1.4929040961781488,0,1,0
2799,2,34,844,2012.0,2,2.0,2.6390573296152584,0,1,0
2800,1,40,1324,2005.0,13,162853.0,1.3056264580524357,0,1,0
2801,2,8,214,2011.0,2,90435.0,0.8285518175661483,0,0,1
2802,0,34,840,2015.0,22,66000.63322884013,2.6741486494265287,0,1,0
2803,0,29,1028,2006.0,18,146108.96941896025,1.547562508716013,0,0,1
2804,2,29,1028,2002.0,18,168652.54666666666,1.4350845252893227,0,1,0
2805,1,34,243,2004.0,3,99000.0,1.091923300517313,0,1,0
2806,0,53,316,2004.0,3,180983.2039800995,0.9555114450274363,0,0,1
2807,0,34,1121,2019.0,2,1700.0,5.14166355650266,1,0,0
2808,2,29,477,2005.0,18,78625.0,1.4929040961781488,0,1,0
2809,2,0,858,2009.0,3,124000.0,1.7047480922384253,0,1,0
2810,2,29,480,2011.0,2,56395.0,1.9387416595767009,0,1,0
2811,0,34,251,2008.0,2,78000.0,1.667706820558076,0,1,0
2812,2,29,480,2008.0,18,120987.17749603803,1.6863989535702288,0,1,0
2813,0,34,251,2013.0,22,87886.068,2.0412203288596382,0,1,0
2814,1,53,666,2009.0,9,115596.78333333334,2.0476928433652555,0,1,0
2815,2,53,1002,2007.0,2,139643.87962962964,1.3862943611198906,0,0,1
2816,2,34,593,2014.0,2,81000.0,2.341805806147327,0,1,0
2817,2,34,580,2012.0,9,93469.0,2.0681277817795625,0,1,0
2818,0,3,1346,2008.0,22,151265.0,1.7227665977411035,0,1,0
2819,0,34,604,2021.0,2,7653.89,5.707110264748875,1,0,0
2820,1,53,406,2011.0,18,121874.0,1.6094379124341003,0,1,0
2821,0,29,1028,2010.0,22,111522.88737864078,2.1400661634962708,0,0,1
2822,2,39,59,1999.0,17,135817.0,0.7275486072772779,0,0,1
2823,1,0,1237,2010.0,2,98450.0,1.4929040961781488,0,1,0
2824,0,53,406,2003.0,3,188755.0,0.9555114450274363,0,0,1
2825,2,53,1314,2011.0,22,58206.0,2.1972245773362196,0,1,0
2826,2,29,1028,1999.0,8,59302.0,0.9895411936137477,0,0,1
2827,0,19,496,2014.0,2,70001.0,1.8562979903656263,0,1,0
2828,2,19,1202,2006.0,8,179989.0,1.144222799920162,0,1,0
2829,2,29,480,2010.0,2,125000.0,1.916922612182061,0,1,0
2830,0,3,1,2008.0,18,56200.0,1.3737155789130306,0,1,0
2831,2,34,840,2011.0,22,61349.0,2.1162555148025524,0,1,0
2832,0,17,947,2005.0,8,102457.0,1.1474024528375417,0,0,1
2833,0,53,406,2014.0,17,54000.0,1.916922612182061,0,1,0
2834,2,29,628,2007.0,22,62514.0,2.0149030205422647,0,1,0
2835,0,34,465,2010.0,2,58321.0,2.0541237336955462,0,1,0
2836,1,34,253,2005.0,3,87886.068,1.0508216248317612,0,1,0
2837,2,53,1182,2001.0,8,87886.068,1.1786549963416462,0,0,1
2838,0,53,683,2010.0,8,100000.0,1.7047480922384253,0,0,1
2839,0,3,82,2008.0,10,98563.0,1.1631508098056809,0,0,1
2840,2,34,230,2011.0,22,87886.068,2.0028304393079956,0,1,0
2841,0,53,801,2021.0,2,7653.89,3.4657359027997265,1,0,0
2842,2,34,587,2017.0,22,54621.0,3.1780538303479458,0,1,0
2843,1,53,316,2015.0,9,85000.0,1.9810014688665833,0,1,0
2844,0,53,1003,2007.0,3,70000.0,1.667706820558076,0,1,0
2845,2,29,839,2016.0,22,11886.0,4.12552017969055,0,1,0
2846,0,53,406,2016.0,3,59739.19502074689,1.8718021769015913,0,1,0
2847,2,53,1287,2014.0,18,87412.0,3.1354942159291497,0,1,0
2848,2,53,798,2016.0,22,59739.19502074689,3.8044377947482086,0,1,0
2849,0,17,120,2003.0,9,87886.068,0.6729444732424258,0,1,0
2850,1,53,202,2011.051243271829,10,87886.068,0.688134638736401,0,0,1
2851,0,36,885,2020.0,22,15539.0,2.740840023925201,1,0,0
2852,0,34,1115,2021.0,9,7653.89,4.02535169073515,1,0,0
2853,0,53,316,2013.0,2,87886.068,1.791759469228055,0,0,1
2854,2,17,947,2006.0,17,87886.068,1.3376291891386096,0,1,0
2855,2,34,583,2012.0,2,123000.0,2.5257286443082556,0,1,0
2856,2,29,1042,2015.0,18,66000.63322884013,2.468099531471619,0,1,0
2857,0,53,32,2015.0,2,82000.0,2.772588722239781,0,1,0
2858,0,53,411,2004.0,22,180983.2039800995,0.9895411936137477,0,0,1
2859,0,29,1042,2019.0,2,12234.0,2.772588722239781,0,1,0
2860,2,53,666,2010.0,22,62886.0,2.151762203259462,0,1,0
2861,2,29,472,2007.0,22,71000.0,1.6486586255873816,0,1,0
2862,2,34,251,2012.0,22,101664.2219387755,2.0515563381903004,0,1,0
2863,0,53,316,2013.0,2,87886.068,1.840549633397487,0,1,0
2864,2,29,480,2009.0,2,115596.78333333334,1.5686159179138452,0,0,1
2865,2,53,316,2012.0,22,100955.0,1.749199854809259,0,1,0
2866,2,34,257,2017.0,2,2200.0,3.4965075614664802,0,1,0
2867,0,53,1010,2007.0,3,95628.0,1.6389967146756448,0,1,0
2868,1,17,120,2004.0,9,85471.63556079402,0.6729444732424258,0,0,1
2869,0,54,748,2016.0,22,59739.19502074689,1.8718021769015913,0,1,0
2870,0,53,316,2005.0,9,87886.068,0.8754687373538999,0,0,1
2871,0,34,568,2004.0,2,95507.0,2.247072383063787,0,1,0
2872,2,29,1035,2005.0,8,32514.0,1.7732559976634952,0,1,0
2873,2,29,723,2015.0,9,66000.63322884013,2.3978952727983707,0,1,0
2874,0,53,337,2019.0,18,46581.0,2.6026896854443837,0,1,0
2875,1,29,1033,2005.0,18,156069.08239700375,1.3862943611198906,0,0,1
2876,0,53,694,2016.0,9,39000.0,2.8622008809294686,0,1,0
2877,2,53,316,2012.0,9,23166.0,1.8718021769015913,0,1,0
2878,2,34,848,2013.0,2,69000.0,2.7212954278522306,0,1,0
2879,0,53,418,2008.0,2,120987.17749603803,1.410986973710262,0,1,0
2880,2,3,1362,2008.0,3,96721.0,1.1085626195212777,0,0,1
2881,2,29,1032,2003.0,2,184886.90740740742,1.423108334242607,0,1,0
2882,0,53,797,2021.0,2,101523.0,2.501435951739211,0,0,1
2883,0,53,1087,2011.0,2,177341.0,1.5953389880545987,0,1,0
2884,0,53,1180,2011.0,2,99631.70047169812,2.2512917986064953,0,1,0
2885,0,53,666,2009.0,8,85000.0,1.7227665977411035,0,0,1
2886,2,29,624,2020.0,2,25.0,4.189654742026425,1,0,0
2887,2,3,1353,2003.0,9,165466.0,1.3376291891386096,0,1,0
2888,2,29,1041,2009.0,2,87886.068,1.9600947840472698,0,1,0
2889,2,29,483,2015.0,2,66000.63322884013,2.3978952727983707,0,1,0
2890,2,29,1038,2011.0,8,75886.0,2.2874714551839976,0,1,0
2891,2,53,240,2019.0,9,23881.0,2.954910279033736,0,1,0
2892,2,53,1306,2014.0,22,77686.18630136986,2.3702437414678603,0,1,0
2893,0,53,316,2014.0,2,80000.0,1.7578579175523736,0,0,1
2894,1,53,1003,2009.0,2,115596.78333333334,1.7749523509116738,0,1,0
2895,0,19,717,2011.0,18,52352.0,1.0473189942805592,0,0,1
2896,0,41,357,2013.0,2,87886.068,3.3843902633457743,0,0,1
2897,0,29,724,2008.0,2,120987.17749603803,1.6094379124341003,0,1,0
2898,1,17,120,2014.0,22,76000.0,1.916922612182061,0,1,0
2899,0,23,1129,2008.0,17,120987.17749603803,1.547562508716013,0,0,1
2900,0,53,316,2012.0,9,120686.0,1.6486586255873816,0,0,1
2901,0,34,465,2013.0,9,87886.068,2.0541237336955462,0,1,0
2902,0,17,371,2015.0,9,52144.0,1.8870696490323797,0,1,0
2903,0,29,1028,2008.0,9,120987.17749603803,1.7900914121273581,0,1,0
2904,2,53,986,2011.0,9,99631.70047169812,1.8870696490323797,0,1,0
2905,1,53,185,2015.0,2,70193.0,2.4423470353692043,0,1,0
2906,0,53,406,2013.0,2,148000.0,1.589235205116581,0,0,1
2907,0,53,316,2010.0,18,111522.88737864078,1.252762968495368,0,0,1
2908,1,53,316,2007.0,8,120000.0,1.4816045409242156,0,1,0
2909,0,25,354,2011.0,9,85455.19574938065,0.9477893989335261,0,0,1
2910,0,37,563,2006.0,9,144462.0,1.791759469228055,0,1,0
2911,2,25,360,2013.0,9,109806.0,1.4770487243883548,0,0,1
2912,0,34,588,2017.0,22,12085.0,4.07753744390572,0,1,0
2913,2,17,120,2003.0,2,87886.068,0.9001613499442714,0,0,1
2914,2,53,1241,2016.0,9,59739.19502074689,3.044522437723423,0,1,0
2915,2,29,480,2009.0,16,85000.0,1.6770965609079151,0,1,0
2916,0,53,666,2010.0,9,64868.0,1.8718021769015913,0,0,1
2917,2,29,729,2007.0,18,87886.068,1.724550719534605,0,0,1
2918,0,53,185,2021.0,22,47526.0,3.2188758248682006,0,1,0
2919,0,53,316,2004.0,18,112000.0,1.308332819650179,0,1,0
2920,2,29,480,2006.0,4,146108.96941896025,1.7578579175523736,0,1,0
2921,0,29,624,2016.0,18,4000.0,3.2386784521643803,0,1,0
2922,2,29,628,2007.0,18,72330.0,2.1162555148025524,0,1,0
2923,2,29,626,2013.0,2,87886.068,2.8622008809294686,0,1,0
2924,2,0,858,2008.0,18,65417.0,1.6486586255873816,0,1,0
2925,0,0,1229,2009.0,2,10351.0,1.597365331199831,0,0,1
2926,2,29,480,2008.0,22,89542.0,1.713797927758343,0,1,0
2927,0,28,1060,2015.0,9,34000.0,3.6635616461296463,0,1,0
2928,2,34,251,2013.0,18,36842.0,1.916922612182061,0,1,0
2929,2,53,1005,2007.0,22,95444.0,1.589235205116581,0,1,0
2930,0,14,491,2013.0,22,161753.0,1.597365331199831,0,0,1
2931,2,0,861,2019.0,2,23881.0,3.1354942159291497,0,1,0
2932,2,34,578,2013.0,9,42000.0,2.70805020110221,0,1,0
2933,2,29,1038,2011.0,2,99631.70047169812,2.302585092994046,0,1,0
2934,0,53,316,2013.0,18,58000.0,1.9095425048844386,0,1,0
2935,2,29,624,2020.0,2,15767.532258064517,3.9219733362813143,1,0,0
2936,0,53,316,2013.0,9,46231.0,1.8718021769015913,0,1,0
2937,2,34,593,2010.0,17,85900.0,2.2192034840549946,0,1,0
2938,2,53,1017,2020.0,9,10000.0,3.1135153092103742,0,1,0
2939,0,28,1060,2002.0,2,168652.54666666666,1.0986122886681098,0,0,1
2940,0,28,1083,2020.0,2,18796.0,4.330733340286331,0,1,0
2941,0,53,316,2010.0,22,111522.88737864078,1.3217558399823195,0,0,1
2942,0,17,143,2012.0,18,101664.2219387755,1.2669476034873244,0,0,1
2943,0,53,817,2004.0,2,107845.0,2.2823823856765264,0,0,1
2944,2,28,1083,2007.0,2,185503.0,1.1786549963416462,0,0,1
2945,2,53,316,2012.0,18,125804.0,1.7334238922150915,0,1,0
2946,2,29,477,2005.0,2,31472.0,1.4469189829363254,0,1,0
2947,0,53,406,2014.0,9,45000.0,1.916922612182061,0,1,0
2948,0,34,256,2015.0,9,66000.63322884013,2.9444389791664403,0,1,0
2949,0,28,1069,2012.0,2,70000.0,2.1041341542702074,0,0,1
2950,2,29,1044,2017.0,9,50333.97142857143,3.091042453358316,0,1,0
2951,2,36,759,2012.0,22,101664.2219387755,0.7561219797213337,0,0,1
2952,0,1,101,2011.0,2,99631.70047169812,1.791759469228055,0,1,0
2953,2,34,840,2010.0,9,111522.88737864078,2.0149030205422647,0,1,0
2954,0,34,251,2015.0,3,54812.0,2.5257286443082556,0,1,0
2955,2,53,39,2018.0,22,44090.12037037037,3.1780538303479458,0,1,0
2956,2,29,628,2007.0,3,86455.0,2.0149030205422647,0,1,0
2957,0,29,609,2013.0,22,52000.0,2.379546134130174,0,1,0
2958,2,55,1372,2008.0,3,121034.0,1.3962446919730587,0,1,0
2959,1,53,316,2013.0,18,142436.0,2.018895041811802,0,0,1
2960,1,53,1163,2005.0,8,99000.0,1.410986973710262,0,1,0
2961,0,34,588,2017.0,2,50333.97142857143,3.7013019741124933,0,1,0
2962,0,28,1071,2018.0,2,30000.0,3.8607297110405954,0,1,0
2963,2,34,593,2013.0,2,34258.0,2.4849066497880004,0,1,0
2964,0,28,1079,2020.0,2,20000.0,3.8066624897703196,0,1,0
2965,2,29,608,2006.0,3,87886.068,1.247032293786383,0,0,1
2966,2,53,316,2011.0,2,75000.0,1.7578579175523736,0,1,0
2967,0,29,624,2017.0,2,27583.0,3.2188758248682006,0,1,0
2968,0,53,670,2020.0,2,1000.0,3.784189633918261,1,0,0
2969,0,53,427,2007.0,18,139643.87962962964,1.4469189829363254,0,1,0
2970,2,29,1044,2017.0,22,50333.97142857143,3.3141860046725258,0,1,0
2971,2,29,623,2015.0,2,36926.0,2.9856819377004897,0,0,1
2972,0,29,1042,2008.0,8,80000.0,1.8946168546677629,0,1,0
2973,0,53,977,2016.0,18,54601.0,2.740840023925201,0,1,0
2974,0,53,1308,2013.0,18,42000.0,2.322387720290225,0,1,0
2975,2,37,961,2002.0,9,87388.0,0.6471032420585385,0,1,0
2976,2,29,1045,2019.0,9,23881.0,3.2188758248682006,0,1,0
2977,2,53,316,2013.0,2,76380.0,2.0541237336955462,0,1,0
2978,0,53,808,2017.0,2,12000.0,3.044522437723423,1,0,0
2979,2,53,1157,2007.0,17,139643.87962962964,1.62924053973028,0,1,0
2980,2,37,1271,2007.0,18,85440.02604929014,0.5187937934151676,0,0,1
2981,0,34,251,2008.0,2,120987.17749603803,1.7227665977411035,0,1,0
2982,2,53,1157,2007.0,8,87886.068,1.5789787049493917,0,1,0
2983,0,53,657,2003.0,3,184886.90740740742,1.1939224684724346,0,0,1
2984,0,53,812,2015.0,2,9210.0,3.044522437723423,0,1,0
2985,1,53,406,2013.0,9,68000.0,1.6863989535702288,0,1,0
2986,2,29,1038,2011.0,17,50000.0,2.3513752571634776,0,1,0
2987,0,34,465,2013.0,2,186706.0,2.224623551524334,0,1,0
2988,0,29,1042,2013.0,8,87886.068,2.3978952727983707,0,1,0
2989,2,29,1028,2002.0,2,168652.54666666666,1.410986973710262,0,1,0
2990,2,53,316,2010.0,9,111522.88737864078,1.4586150226995167,0,1,0
2991,1,19,1202,2011.0,9,87886.068,1.423108334242607,0,0,1
2992,2,53,977,2013.0,17,76324.0,2.272125885509337,0,1,0
2993,0,34,588,2021.0,2,7653.89,4.564348191467836,1,0,0
2994,2,29,480,2007.0,8,139643.87962962964,1.4350845252893227,0,1,0
2995,2,53,656,2010.0,18,111522.88737864078,2.2512917986064953,0,1,0
2996,0,19,496,2013.0,2,87886.068,1.2669476034873244,0,1,0
2997,0,53,657,2012.0,9,60341.0,2.2417729535972883,0,1,0
2998,1,40,1329,2003.0,9,177675.0,1.247032293786383,0,1,0
2999,0,34,593,2011.0,9,20000.0,1.9459101490553132,0,0,1
3000,2,29,1028,2006.0,18,146108.96941896025,1.791759469228055,0,1,0
