VehicleID,Location,Maker,Model,Year,Colour,Type,Distance,Amount
VHL12847,Lagos,Toyota,Camry,2009.0,Silver,Foreign Used,90412.0,4.0
VHL14966,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2011.0,White,Foreign Used,99631.70047169812,6.75
VHL14418,Abuja,Toyota,Corolla,2012.0,Gray,Foreign Used,98563.0,4.0
VHL18281,Lagos,Toyota,Camry LE FWD (2.5L 4cyl 8AM),2018.0,Black,Foreign Used,44090.12037037037,11.95
VHL12776,Lagos,Toyota,4-Runner Limited 4WD,2012.0,Black,Foreign Used,24563.0,16.0
VHL18836,Abuja,Toyota,Highlander XLE AWD,2020.0,Black,Foreign Used,15630.0,35.0
VHL15519,Abuja,Toyota,Tundra,2015.0,Black,Nigerian Used,66000.63322884013,15.8
VHL10808,Lagos,Toyota,Corolla 1.4 Advanced,2009.0,Black,Nigerian Used,104556.0,2.59
VHL13305,Ibadan,Toyota,Corolla S,2004.0,Black,Foreign Used,205896.0,3.1
VHL18459,Abuja,Acura,MDX 3.5L 4x4,2003.0,Black,Foreign Used,184886.90740740742,3.2
VHL17992,Abuja,Toyota,Camry,2013.0,White,Foreign Used,87886.068,5.5
VHL12904,Abuja,BMW,5 Series,2009.0,White,Nigerian Used,121085.0,1.55
VHL12169,Lagos,Toyota,Tundra,2014.0,Black,Foreign Used,72000.0,15.8
VHL12826,Lagos,Toyota,Venza V6 AWD,2010.0,Red,Foreign Used,6242.0,7.5
VHL14621,Abuja,Mercedes-Benz,GLE-Class,2017.0,Black,Nigerian Used,50333.97142857143,17.5
VHL16356,Abuja,Toyota,Corolla,2010.0,Red,Foreign Used,98512.0,3.95
VHL16020,Abuja,Toyota,Sienna XLE FWD,2006.0,Gold,Foreign Used,90000.0,3.95
VHL11773,Lagos,Lexus,GS 350 AWD,2008.0,Blue,Foreign Used,85085.0,4.5
VHL14014,Abuja,Mercedes-Benz,E300,2017.0,Gray,Nigerian Used,52558.0,18.5
VHL19558,Ibadan,Honda,Pilot,2005.0,Silver,Foreign Used,153000.0,2.35
VHL15879,Abuja,Mercedes-Benz,GLK-Class,2010.0,Burgandy,Foreign Used,75000.0,5.75
VHL11249,Abuja,Mercedes-Benz,M Class ML 350 4Matic,2007.0,Silver,Nigerian Used,139643.87962962964,3.3
VHL16062,Abuja,Toyota,Camry,2010.0,Gray,Foreign Used,98086.0,3.6
VHL15044,Lagos,Toyota,Camry,2012.0,Black,Foreign Used,170038.0,5.63
VHL14393,Abuja,Lexus,RX 350,2008.0,Blue,Foreign Used,120987.17749603803,6.3
VHL12552,Abuja,Pontiac,Vibe,2010.0,White,Nigerian Used,111522.88737864078,2.38
VHL19069,Ibadan,Jeep,Cherokee Limited 4x4,2019.0,White,Foreign Used,26352.0,11.5
VHL16868,Lagos,Mercedes-Benz,C300,2009.0,Gray,Nigerian Used,115596.78333333334,3.6
VHL18076,Abuja,Mercedes-Benz,GLS-Class GLS450 4MATIC,2018.0,White,Foreign Used,31016.0,43.0
VHL13242,Abuja,Audi,A6 3.0T Premium AWD Quattro,2018.0,Blue,Foreign Used,56462.0,28.5
VHL18023,Abuja,Pontiac,Solstice,2010.0,Yellow,Foreign Used,50100.0,5.0
VHL16707,Lagos,Lexus,ES,2014.0,Silver,Foreign Used,42000.0,9.7
VHL16049,Abuja,Honda,CR-V EX 4WD Automatic,2004.0,Gold,Nigerian Used,52352.0,1.7
VHL11237,Lagos,Lexus,ES 350,2008.0,Red,Nigerian Used,120987.17749603803,3.3
VHL16198,Lagos,Lexus,RX,2013.0,Silver,Foreign Used,87886.068,11.5
VHL10291,Lagos,Lexus,GX 470 Sport Utility,2007.0,Black,Foreign Used,139643.87962962964,7.0
VHL19133,Lagos,Toyota,RAV4,2010.0,Red,Foreign Used,100531.09328359104,5.2
VHL11309,Abuja,Mercedes-Benz,E300,2011.0,Silver,Foreign Used,73000.0,8.2
VHL19134,Lagos,Mercedes-Benz,GLA-Class,2018.0,White,Foreign Used,44090.12037037037,16.8
VHL15155,Abuja,Buick,Enclave Leather AWD,2013.0,Black,Foreign Used,87886.068,9.5
VHL12390,Abuja,Lexus,RC,2016.0,Gray,Foreign Used,42000.0,15.8
VHL18411,Abuja,Toyota,Corolla,2010.0,Red,Foreign Used,111522.88737864078,3.8
VHL11243,Lagos,Mercedes-Benz,GLC-Class,2016.0,Gray,Foreign Used,59739.19502074689,18.3
VHL16477,Lagos,Mercedes-Benz,C300,2008.0,Silver,Foreign Used,120987.17749603803,4.5
VHL14018,Lagos,Lexus,RX 350 AWD,2013.0,Black,Foreign Used,65870.0,11.25
VHL19568,Abuja,Mercedes-Benz,C-Class C 300 CDI 4MATIC (S204),2011.0,White,Nigerian Used,84450.0,5.4
VHL13561,Abuja,BMW,X6,2011.0,Black,Nigerian Used,72321.0,10.0
VHL11999,Abuja,Lexus,ES 350,2012.0,Black,Nigerian Used,102544.0,4.5
VHL14570,Abuja,Honda,Accord,2014.0,Silver,Nigerian Used,77686.18630136986,3.5
VHL17734,Lagos,Toyota,Highlander Limited,2009.0,Silver,Foreign Used,86594.0,6.85
VHL17635,Lagos,Lexus,RX,2011.0,Black,Foreign Used,99631.70047169812,8.5
VHL17190,Lagos,Lexus,GX 460 Base,2020.0,White,Foreign Used,15767.532258064517,26.5
VHL16546,Lagos,Lexus,RX 350L 4WD,2020.0,White,Foreign Used,12575.0,30.0
VHL15580,Abuja,Toyota,Corolla,2014.0,Green,Foreign Used,45326.0,5.45
VHL15882,Lagos,Toyota,Venza V6,2009.0,Black,Nigerian Used,96356.0,6.75
VHL18857,Abuja,Mercedes-Benz,M Class ML 350 4Matic,2012.0,Black,Foreign Used,101664.2219387755,13.0
VHL12993,Abuja,Audi,S5,2020.0,Black,Foreign Used,24200.0,47.7
VHL16803,Abuja,Toyota,RAV4 2 Automatic,2005.0,Blue,Nigerian Used,100000.0,1.3
VHL10652,Ibadan,Honda,Accord,2008.0,Gray,Nigerian Used,111456.0,1.69
VHL14132,Abuja,Dodge,Dakota,2004.0,Gold,Nigerian Used,100449.60286227886,1.69
VHL19149,Lagos,Toyota,Tacoma,2004.0,White,Foreign Used,100420.959939029,4.49
VHL19209,Abuja,Kia,Sportage EX AWD,2019.0,White,Foreign Used,41000.0,16.5
VHL15322,Lagos,Toyota,Highlander Limited V6 FWD,2004.0,Silver,Nigerian Used,115306.0,3.38
VHL14038,Lagos,Acura,MDX,2004.0,Gray,Nigerian Used,186836.0,1.91
VHL19639,Abuja,Mercedes-Benz,E350,2011.0,White,Foreign Used,99631.70047169812,7.5
VHL12001,Lagos,Lexus,RX 350 AWD,2013.0,Gray,Foreign Used,87886.068,13.7
VHL17966,Lagos,Toyota,Tacoma,2012.0,Gray,Foreign Used,70829.0,12.5
VHL16129,Abuja,Lexus,NX 200t AWD,2017.0,White,Foreign Used,50333.97142857143,18.0
VHL16705,Abuja,Mercedes-Benz,CLA-Class,2014.0,Red,Nigerian Used,68000.0,7.3
VHL11170,Abuja,Lexus,LX 570 AWD,2021.0,White,Foreign Used,38000.0,60.0
VHL15797,Lagos,Toyota,Camry,2011.0,Black,Nigerian Used,100402.07875835423,2.25
VHL17964,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2013.0,White,Foreign Used,40000.0,9.8
VHL13743,Lagos,Lexus,RX 350,2011.0,Silver,Foreign Used,99631.70047169812,8.5
VHL19617,Ibadan,Toyota,Camry,2003.0,Blue,Nigerian Used,100344.60574275887,1.69
VHL12603,Lagos,Toyota,Venza V6 AWD,2011.0,Black,Foreign Used,88000.0,8.3
VHL11517,Lagos,Toyota,Camry 3.5 XLE,2008.0,Gray,Foreign Used,120987.17749603803,3.65
VHL14624,Ibadan,Toyota,Corolla,2006.0,Black,Foreign Used,87710.0,2.7
VHL15904,Lagos,Lexus,GX 460 Premium,2013.0,White,Foreign Used,87886.068,17.5
VHL16809,Lagos,Mercedes-Benz,S-Class S 500 (W222),2015.0,Black,Foreign Used,66000.63322884013,26.0
VHL15281,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2007.0,Black,Foreign Used,67245.0,4.4
VHL12192,Abuja,Lexus,ES 350 FWD,2018.0,Black,Brand New,4000.0,16.8
VHL14751,Lagos,Lexus,ES 350 FWD,2013.0,Black,Nigerian Used,35078.0,8.0
VHL12942,Lagos,Acura,MDX,2001.0,Gray,Nigerian Used,100327.39800200232,1.46
VHL14859,Lagos,Lexus,ES 350,2010.0,Gray,Foreign Used,89200.0,5.8
VHL17122,Lagos,Honda,City,2018.0,Silver,Nigerian Used,35787.0,5.06
VHL18502,Lagos,Lexus,ES 330,2005.0,Silver,Foreign Used,34557.0,3.5
VHL13479,Lagos,Toyota,Camry,2013.0,Black,Foreign Used,78815.0,6.8
VHL10417,Lagos,Lexus,IS 250,2009.0,Gray,Foreign Used,156800.0,4.5
VHL17832,Abuja,Toyota,Camry,2010.0,Silver,Nigerian Used,79000.0,3.0
VHL15601,Lagos,Mercedes-Benz,M Class,2008.0,White,Foreign Used,60000.0,5.4
VHL13829,Lagos,Mercedes-Benz,GL-Class,2006.0,Silver,Foreign Used,171631.0,7.0
VHL13876,Lagos,Toyota,Hilux,2014.0,Silver,Nigerian Used,180733.0,9.0
VHL15963,Lagos,Toyota,Camry,2011.0,Silver,Foreign Used,102475.0,4.3
VHL11818,Abuja,Toyota,Camry,2010.0,Red,Foreign Used,111522.88737864078,3.65
VHL14767,Ibadan,Volvo,XC90 2.5 T AWD,2004.0,Blue,Nigerian Used,99063.0,1.39
VHL19864,Lagos,Toyota,Sequoia,2008.0,Black,Foreign Used,25000.0,8.0
VHL10204,Abuja,Toyota,Camry,2012.0,Silver,Nigerian Used,120304.0,4.0
VHL16041,Abuja,Toyota,Hilux,2018.0,Red,Foreign Used,44090.12037037037,25.5
VHL13522,Lagos,Toyota,RAV4 2 VVT-i,2008.0,Green,Nigerian Used,75180.0,3.25
VHL11746,Lagos,Toyota,Venza XLE AWD V6,2013.0,Black,Foreign Used,75000.0,9.2
VHL12289,Lagos,Toyota,Tacoma,2013.0,Black,Foreign Used,87886.068,12.5
VHL11523,Abuja,Toyota,RAV4,2008.0,Black,Nigerian Used,102144.0,3.45
VHL13726,Lagos,Lexus,RX,2008.0,Silver,Foreign Used,80000.0,4.6
VHL11599,Abuja,Toyota,Corolla,2017.0,Red,Foreign Used,53512.0,6.9
VHL10384,Lagos,Toyota,RAV4,2011.0,Black,Foreign Used,55000.0,5.7
VHL15917,Lagos,Lexus,ES,2006.0,Silver,Foreign Used,146108.96941896025,3.3
VHL11391,Lagos,Lexus,RX 350 FWD,2018.0,Blue,Foreign Used,44090.12037037037,24.5
VHL15808,Ibadan,Toyota,Highlander 3.5L 4WD,2013.0,Burgandy,Foreign Used,84191.0,9.0
VHL15815,Lagos,Toyota,4-Runner Limited,2008.0,Black,Nigerian Used,6447.0,3.15
VHL19117,Abuja,Mercedes-Benz,M Class ML 350 4x2,2013.0,Black,Foreign Used,55000.0,13.7
VHL18214,Lagos,Toyota,Venza V6 AWD,2010.0,White,Foreign Used,61232.0,8.5
VHL11406,Abuja,Honda,Accord,2017.0,Black,Foreign Used,56882.0,6.8
VHL14817,Abuja,Mercedes-Benz,M Class ML 320,2000.0,Black,Nigerian Used,168309.02702702704,1.2
VHL16374,Abuja,Mercedes-Benz,C300,2013.0,Gray,Nigerian Used,85000.0,5.8
VHL17570,Lagos,Toyota,Highlander XLE V6 4x2 (3.5L 6cyl 6A),2016.0,Gold,Foreign Used,59739.19502074689,17.0
VHL15492,Ibadan,Toyota,RAV4 3.5,2008.0,Gray,Foreign Used,120000.0,4.45
VHL14122,Lagos,Lexus,IS 350 C,2010.0,White,Foreign Used,68253.0,5.85
VHL12440,Abuja,Chevrolet,Corvette ZR1,2010.0,White,Nigerian Used,47025.0,9.5
VHL15902,Lagos,Toyota,Camry,2008.0,Black,Foreign Used,150000.0,3.7
VHL10457,Lagos,Lexus,RX,2014.0,Black,Foreign Used,78654.0,13.0
VHL19646,Abuja,Honda,Accord,2014.0,Red,Nigerian Used,52461.0,4.3
VHL18314,Abuja,Mercedes-Benz,C300,2016.0,Black,Foreign Used,58000.0,9.6
VHL10086,Lagos,Toyota,Tacoma,2007.0,Red,Foreign Used,139643.87962962964,8.8
VHL19790,Lagos,Toyota,Corolla,2007.0,Blue,Nigerian Used,209333.0,1.24
VHL10051,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2008.0,Black,Foreign Used,100242.73834106643,5.8
VHL16667,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2011.0,Black,Foreign Used,99631.70047169812,8.3
VHL19383,Abuja,Rolls-Royce,Phantom Coupe,2013.0,Blue,Foreign Used,31000.0,120.0
VHL12443,Lagos,Toyota,Corolla,2006.0,Black,Nigerian Used,110179.0,2.25
VHL13830,Lagos,Toyota,Tacoma TRD Sport,2017.0,Black,Foreign Used,50333.97142857143,20.0
VHL14283,Lagos,Lexus,IS,2006.0,White,Foreign Used,146108.96941896025,5.0
VHL12182,Ibadan,Toyota,Camry,2005.0,Blue,Foreign Used,183813.0,2.7
VHL13477,Lagos,Toyota,Tundra,2016.0,Black,Foreign Used,43658.0,29.0
VHL17678,Lagos,Kia,Soul,2013.0,Brown,Foreign Used,87886.068,3.7
VHL10930,Lagos,Toyota,Camry,2008.0,Gray,Foreign Used,120987.17749603803,3.1
VHL14150,Lagos,Lexus,LC 500 RWD,2017.0,Black,Foreign Used,50333.97142857143,65.0
VHL18040,Abuja,Toyota,Avalon,2013.0,Black,Foreign Used,107464.0,8.5
VHL15035,Abuja,Lexus,ES,2014.0,Black,Foreign Used,77686.18630136986,13.5
VHL12452,Lagos,Lexus,RX 350L 4WD,2020.0,Brown,Foreign Used,15767.532258064517,35.0
VHL18641,Lagos,Mercedes-Benz,M Class,2007.0,White,Nigerian Used,139643.87962962964,2.81
VHL19292,Abuja,Toyota,Camry,2008.0,Black,Nigerian Used,120234.0,2.45
VHL12143,Abuja,GMC,Terrain SLE-2 AWD,2011.0,Silver,Nigerian Used,99631.70047169812,3.9
VHL13137,Abuja,Hyundai,Sonata,2011.0,Black,Foreign Used,99631.70047169812,4.45
VHL15520,Abuja,Honda,Pilot Touring AWD,2018.0,Gray,Foreign Used,44090.12037037037,18.5
VHL15837,Abuja,Mercedes-Benz,S-Class S 500 4MATIC (W222),2016.0,Black,Foreign Used,59739.19502074689,39.0
VHL14899,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013.0,Gray,Foreign Used,50000.0,11.0
VHL11533,Abuja,Mercedes-Benz,C300,2013.0,Black,Foreign Used,87886.068,6.7
VHL13299,Abuja,Toyota,Corolla,2017.0,Silver,Foreign Used,51365.0,7.0
VHL19450,Lagos,Toyota,Camry 2.3,2007.0,Silver,Foreign Used,100000.0,3.5
VHL14673,Lagos,Toyota,Corolla 1.8 VVTL-i TS,2007.0,Blue,Nigerian Used,153653.0,2.7
VHL17671,Lagos,Lexus,RX 350 AWD,2009.0,Black,Foreign Used,115596.78333333334,6.5
VHL11120,Abuja,Mercedes-Benz,GLS-Class GLS450 4MATIC,2019.0,White,Foreign Used,52352.0,87.0
VHL14441,Lagos,Toyota,Highlander Limited,2008.0,Gray,Foreign Used,90888.0,7.5
VHL17761,Lagos,Mazda,CX-9 Grand Touring,2012.0,Black,Foreign Used,85000.0,5.0
VHL12376,Abuja,Toyota,Venza V6 AWD,2010.0,Burgandy,Foreign Used,111522.88737864078,7.5
VHL19192,Abuja,Lexus,GX 470,2003.0,Blue,Nigerian Used,184886.90740740742,3.7
VHL18985,Lagos,Lexus,RX,2007.0,Gray,Foreign Used,139643.87962962964,5.5
VHL11123,Lagos,Mercedes-Benz,M Class,2009.0,Black,Foreign Used,41200.0,7.0
VHL11226,Lagos,Lexus,RX 350 AWD,2013.0,Silver,Foreign Used,83256.0,10.2
VHL12928,Lagos,Toyota,Avalon,2006.0,Gold,Nigerian Used,146108.96941896025,2.65
VHL18112,Lagos,Lexus,GX,2013.0,Black,Nigerian Used,87886.068,10.9
VHL18329,Abuja,Toyota,Camry,2007.0,Silver,Foreign Used,139643.87962962964,3.8
VHL19553,Abuja,Mercedes-Benz,GLE-Class,2016.0,Silver,Foreign Used,70000.0,36.5
VHL14305,Abuja,Lexus,ES,2002.0,Black,Nigerian Used,197446.0,1.69
VHL11301,Lagos,Mercedes-Benz,C350,2009.0,Black,Nigerian Used,96455.0,3.26
VHL17293,Lagos,BMW,523i,2006.0,Brown,Nigerian Used,100150.60456858737,2.81
VHL13067,Abuja,Hyundai,Sonata,2015.0,Red,Foreign Used,50000.0,7.2
VHL10796,Ibadan,Lexus,RX 350 AWD,2016.0,Blue,Foreign Used,62480.0,18.5
VHL18538,Abuja,Chrysler,300C,2015.0,White,Foreign Used,32885.0,5.8
VHL15055,Abuja,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2008.0,Blue,Foreign Used,120987.17749603803,4.0
VHL12173,Abuja,Honda,CR-V 2 RVi,2008.0,Brown,Nigerian Used,64000.0,2.2
VHL13552,Abuja,Toyota,Camry,2013.0,Gray,Foreign Used,89000.0,6.0
VHL11364,Lagos,Lexus,RX 350 FWD,2017.0,White,Foreign Used,72452.0,25.0
VHL10072,Lagos,Lexus,ES 350,2009.0,Silver,Foreign Used,115596.78333333334,4.35
VHL17723,Lagos,Mercedes-Benz,GL-Class GL 450,2012.0,Blue,Foreign Used,86925.0,10.55
VHL13714,Abuja,Lexus,IS,2009.0,Gray,Nigerian Used,89000.0,2.95
VHL17823,Ibadan,Toyota,Highlander Limited V6,2005.0,Blue,Foreign Used,89000.0,4.6
VHL11154,Lagos,Toyota,Camry,2012.0,Red,Foreign Used,61200.0,5.5
VHL16303,Ibadan,Toyota,Camry,2008.0,Silver,Foreign Used,95000.0,3.45
VHL13332,Lagos,Acura,MDX,2009.0,Silver,Foreign Used,115596.78333333334,6.0
VHL18542,Lagos,Mercedes-Benz,R-Class,2008.0,Gold,Foreign Used,120987.17749603803,3.75
VHL11666,Lagos,Toyota,Venza,2014.0,White,Foreign Used,100129.92823650481,11.2
VHL18053,Abuja,Toyota,Camry,2016.0,Black,Foreign Used,59739.19502074689,6.2
VHL15078,Abuja,Toyota,Camry,2011.0,Black,Nigerian Used,91000.0,2.7
VHL19883,Abuja,Mercedes-Benz,CLA-Class,2014.0,Black,Foreign Used,77686.18630136986,17.5
VHL12462,Lagos,Lexus,GX 460,2010.0,White,Foreign Used,180000.0,13.5
VHL12802,Lagos,Lexus,ES 300,2006.0,Black,Foreign Used,146108.96941896025,3.6
VHL17818,Lagos,Toyota,Camry,2001.0,Green,Nigerian Used,121400.0,1.05
VHL16900,Lagos,Lexus,RX 350,2010.0,Silver,Foreign Used,111522.88737864078,8.9
VHL12701,Abuja,Lexus,RX,2010.0,Black,Foreign Used,111522.88737864078,9.0
VHL15318,Abuja,Toyota,Camry,2014.0,Gold,Foreign Used,58633.0,4.0
VHL19086,Lagos,Toyota,Corolla,2006.0,Blue,Nigerian Used,41446.0,2.03
VHL17602,Lagos,Ford,Explorer,2011.0,Black,Foreign Used,75300.0,6.5
VHL19920,Lagos,Toyota,RAV4,2007.0,Silver,Foreign Used,69784.0,4.15
VHL11433,Abuja,Honda,Accord 2 I-Vtec Automatic,2009.0,White,Foreign Used,72451.0,3.6
VHL12543,Lagos,Toyota,Camry,2009.0,Gray,Foreign Used,50000.0,3.95
VHL11413,Lagos,Toyota,Camry,2004.0,Gold,Nigerian Used,100066.42709348789,1.69
VHL13713,Abuja,Toyota,Camry,2014.0,Gray,Nigerian Used,90000.0,4.3
VHL17513,Lagos,Toyota,4-Runner,2011.0,Gray,Foreign Used,52400.0,8.5
VHL19800,Lagos,Toyota,Highlander Sport,2008.0,Green,Nigerian Used,113236.0,4.16
VHL12979,Abuja,Lexus,RX 400h,2006.0,Blue,Nigerian Used,125000.0,3.5
VHL17458,Abuja,Lexus,GS 350,2008.0,Black,Foreign Used,120987.17749603803,4.6
VHL11565,Abuja,Toyota,Corolla S,2007.0,Gray,Nigerian Used,139643.87962962964,2.4
VHL10483,Lagos,Toyota,Highlander,2010.0,Gray,Foreign Used,79632.0,7.85
VHL13878,Abuja,Toyota,Venza V6,2010.0,Blue,Foreign Used,111522.88737864078,6.9
VHL13039,Abuja,Land Rover,Range Rover Evoque,2014.0,Black,Foreign Used,128441.0,12.5
VHL12005,Lagos,Lexus,ES 350 F Sport FWD,2019.0,Black,Brand New,7000.0,35.0
VHL18958,Abuja,Honda,Accord Sedan EX-L V-6,2007.0,Blue,Nigerian Used,82000.0,1.45
VHL14316,Lagos,Lexus,ES,2016.0,White,Foreign Used,65121.0,12.15
VHL10080,Ibadan,Dodge,Charger,2006.0,Gray,Foreign Used,146108.96941896025,2.3
VHL14410,Abuja,Hyundai,Elantra Touring SE Automatic,2010.0,Black,Foreign Used,111522.88737864078,2.7
VHL16767,Lagos,Lexus,LX 570 (5 Seats) AWD,2018.0,White,Foreign Used,29000.0,55.0
VHL10037,Lagos,Toyota,Tacoma,2010.0,Brown,Foreign Used,84712.0,8.5
VHL19437,Lagos,Kia,Optima,2013.0,Black,Nigerian Used,139488.0,2.25
VHL14892,Abuja,Toyota,Corolla,2016.0,Black,Foreign Used,42372.0,5.5
VHL17787,Lagos,Lexus,GX,2013.0,Black,Foreign Used,45280.0,15.0
VHL16564,Abuja,Toyota,Corolla,2013.0,Black,Nigerian Used,89000.0,2.5
VHL13579,Lagos,Mercedes-Benz,C300,2013.0,Black,Foreign Used,87886.068,6.6
VHL17301,Abuja,Cadillac,Escalade,2005.0,Black,Nigerian Used,156069.08239700375,3.5
VHL10277,Lagos,Toyota,4-Runner Sport Edition V6,2005.0,Blue,Foreign Used,87649.0,4.42
VHL13368,Lagos,Volkswagen,Passat,2014.0,Black,Nigerian Used,60373.0,4.5
VHL19866,Abuja,Toyota,Land Cruiser 5.7 V8 VXR,2018.0,Black,Foreign Used,5136.0,58.0
VHL10015,Abuja,Mazda,CX-9,2012.0,Black,Foreign Used,101664.2219387755,4.65
VHL19698,Lagos,Acura,MDX,2008.0,Black,Foreign Used,58555.0,4.0
VHL19229,Abuja,Mercedes-Benz,E300,2017.0,Black,Nigerian Used,30000.0,16.5
VHL16443,Lagos,Toyota,Corolla,2006.0,Gold,Nigerian Used,99924.42595034739,2.81
VHL17593,Lagos,Toyota,Venza AWD,2012.0,Brown,Foreign Used,101664.2219387755,8.5
VHL15284,Abuja,Toyota,Camry LE FWD,2020.0,White,Foreign Used,70000.0,16.5
VHL17545,Lagos,Volkswagen,CC 2 Luxury Limited PZEV,2012.0,Blue,Nigerian Used,203877.0,2.14
VHL17835,Lagos,Lexus,GX 460 Luxury,2019.0,Black,Foreign Used,2000.0,39.0
VHL16610,Abuja,Toyota,Corolla,2009.0,Gray,Nigerian Used,115596.78333333334,2.8
VHL17383,Abuja,Toyota,Camry,2008.0,Silver,Nigerian Used,120000.0,2.6
VHL17037,Abuja,Toyota,Avalon,2013.0,Gray,Foreign Used,68342.0,8.7
VHL13879,Lagos,Toyota,4-Runner Limited V6 4x4,2005.0,Black,Foreign Used,55397.0,4.95
VHL10888,Lagos,Toyota,4-Runner Limited,2008.0,Gray,Foreign Used,120987.17749603803,5.8
VHL10757,Lagos,Lexus,ES 350,2008.0,White,Foreign Used,120987.17749603803,4.2
VHL17135,Lagos,Acura,MDX,2012.0,Black,Foreign Used,74580.0,7.5
VHL11377,Abuja,Hyundai,Santa Fe Sport 2.0T,2013.0,White,Nigerian Used,87886.068,7.0
VHL16537,Lagos,Toyota,Camry,2013.0,Gold,Foreign Used,87886.068,5.45
VHL19254,Abuja,Mercedes-Benz,C230,2007.0,Red,Nigerian Used,139643.87962962964,1.85
VHL17201,Lagos,Lexus,ES,2009.0,Brown,Foreign Used,116446.0,4.5
VHL10631,Lagos,Toyota,Camry,2011.0,Red,Foreign Used,98054.0,3.6
VHL19437,Lagos,Lexus,RX 350 F Sport AWD,2016.0,Silver,Foreign Used,18367.0,22.0
VHL11578,Ibadan,Toyota,Avensis,1999.0,Silver,Nigerian Used,182569.0,1.39
VHL11279,Abuja,Toyota,Camry,2011.0615810744573,Green,Nigerian Used,76770.0,1.07
VHL17370,Lagos,Toyota,Highlander Limited,2012.0,Gray,Foreign Used,101664.2219387755,9.0
VHL12030,Abuja,Kia,Forte SX Hatchback,2011.0,Silver,Foreign Used,52352.0,3.65
VHL19203,Lagos,Toyota,Highlander Limited 3.5l 4WD,2013.0,White,Foreign Used,105867.0,8.85
VHL17652,Lagos,Toyota,RAV4,2016.0,Silver,Foreign Used,59739.19502074689,14.2
VHL10995,Ibadan,Land Rover,Range Rover Sport HSE 4x4 (5.0L 8cyl 6A),2012.0,Silver,Foreign Used,60183.0,6.5
VHL16323,Abuja,Honda,Accord 2.4 Exec Automatic,2007.0,Silver,Nigerian Used,121325.0,1.55
VHL13663,Ibadan,Toyota,Corolla LE,2004.0,Silver,Nigerian Used,126521.0,1.65
VHL11851,Abuja,Honda,Civic,2007.0,Silver,Nigerian Used,99907.07006603022,1.35
VHL15823,Lagos,Mercedes-Benz,GL Class,2010.0,Silver,Foreign Used,111522.88737864078,7.5
VHL19239,Abuja,Nissan,Pathfinder 4 V6 Automatic,2007.0,Silver,Nigerian Used,142000.0,2.0
VHL19921,Abuja,Lexus,ES,2014.0,Gold,Nigerian Used,77686.18630136986,8.5
VHL19270,Lagos,Lexus,LX 570 AWD,2013.0,Black,Foreign Used,36161.0,26.5
VHL19661,Ibadan,Toyota,Previa Automatic,2005.0,Silver,Foreign Used,143282.0,2.85
VHL15482,Abuja,Toyota,Camry,2004.0,Silver,Foreign Used,98000.0,2.75
VHL13053,Abuja,Land Rover,Range Rover Sport,2015.0,Black,Nigerian Used,66000.63322884013,23.5
VHL13900,Lagos,Toyota,4-Runner Limited 4WD,2011.0,Silver,Foreign Used,72945.0,12.6
VHL14955,Lagos,Toyota,Camry L FWD (2.5L 4cyl 8AM),2018.0,White,Foreign Used,106543.0,14.63
VHL18390,Lagos,Toyota,Highlander Limited V6,2006.0,Silver,Foreign Used,89543.0,4.65
VHL13225,Abuja,Mercedes-Benz,C300,2010.0,Gray,Foreign Used,111522.88737864078,6.1
VHL19540,Lagos,Mercedes-Benz,M Class,2011.0,Black,Foreign Used,87536.0,13.2
VHL16386,Lagos,Lexus,ES,2006.0,Brown,Foreign Used,1362.0,3.5
VHL15191,Lagos,Honda,Accord 2.4 EX,2009.0,Silver,Foreign Used,159132.0,2.87
VHL10914,Abuja,BMW,328i,2009.0,Black,Foreign Used,115596.78333333334,4.05
VHL17545,Lagos,Lexus,RX 350 AWD,2012.0,Gray,Foreign Used,34585.0,8.8
VHL19786,Lagos,Toyota,Corolla Sedan,2003.0,Gold,Nigerian Used,201786.0,1.8
VHL15307,Abuja,Lexus,GS 430,2005.0,Black,Nigerian Used,156069.08239700375,2.5
VHL13896,Lagos,Toyota,Matrix,2008.0,Blue,Foreign Used,99885.26122940637,3.09
VHL12773,Lagos,Toyota,Camry Automatic,1999.0,White,Nigerian Used,99861.9046785608,1.07
VHL15435,Abuja,BMW,X3,2007.0,Gold,Foreign Used,139643.87962962964,3.85
VHL12195,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010.0,Black,Foreign Used,65213.0,7.0
VHL17988,Lagos,Lexus,ES 350 FWD,2013.0,Blue,Foreign Used,87886.068,9.1
VHL15481,Abuja,Jaguar,XF 3 V6,2009.0,Black,Nigerian Used,115596.78333333334,6.7
VHL17621,Lagos,Mercedes-Benz,GLK-Class,2013.0,Beige,Foreign Used,145000.0,9.5
VHL18999,Lagos,Suzuki,Wagon,2003.0,Blue,Nigerian Used,192604.0,1.35
VHL18686,Ibadan,Toyota,Camry,2009.0,Silver,Foreign Used,115596.78333333334,3.15
