Location,Maker,Model,Year,Colour,Distance,Amount,Use_type_Brand New,Use_type_Foreign Used,Use_type_Nigerian Used,Car_Age,Manufacturing_year_category,Location_Ibadan
0,53,1163,2006.0,8,156789.0,1.4747630091074988,0,1,0,16.0,0,0
0,53,406,2017.0,22,52221.0,2.0731719286662407,0,1,0,5.0,2,0
0,14,491,2012.0,2,98653.0,1.4929040961781488,0,0,1,10.0,1,0
2,25,305,2014.0,9,52013.0,1.888583653863595,0,1,0,8.0,1,0
0,34,463,2017.0,18,10010.0,3.367295829986474,0,1,0,5.0,2,0
2,29,480,2011.0,18,99631.70047169812,1.9600947840472696,0,1,0,11.0,1,0
1,53,406,2010.0,18,185460.0,1.5851452198650555,0,1,0,12.0,1,1
2,29,735,2014.0,9,77686.18630136986,2.740840023925201,0,1,0,8.0,1,0
0,19,632,2013.0,2,45123.0,1.864080130807681,0,1,0,9.0,1,0
0,14,523,2006.0,9,80000.0,1.0986122886681098,0,0,1,16.0,0,0
2,29,1028,2009.0,17,98234.0,1.4350845252893227,0,0,1,13.0,1,0
0,17,391,2012.0,9,101664.2219387755,1.5260563034950492,0,1,0,10.0,1,0
0,29,1042,2012.0,2,49000.0,2.302585092994046,0,1,0,10.0,1,0
0,53,316,2011.0,8,92828.0,1.33500106673234,0,0,1,11.0,1,0
2,29,1042,2012.0,2,107542.0,2.180417459019838,0,0,1,10.0,1,0
1,53,316,2007.0,18,99000.0,1.2237754316221157,0,0,1,15.0,0,1
0,53,190,2020.0,2,7000.0,3.4339872044851463,1,0,0,2.0,3,0
2,51,1228,2018.0,2,62.0,2.091864061678393,0,1,0,4.0,2,0
2,29,480,2007.0,18,100852.0,1.62924053973028,0,1,0,15.0,0,0
2,29,723,2012.0,2,101664.2219387755,1.9740810260220096,0,1,0,10.0,1,0
0,34,1115,2016.0,2,25000.0,3.828641396489095,0,1,0,6.0,2,0
0,53,187,2007.0,9,102536.0,1.4586150226995167,0,0,1,15.0,0,0
2,29,1028,2017.0,2,20063.0,3.044522437723423,0,1,0,5.0,2,0
0,53,406,2009.0,18,90000.0,1.2947271675944,0,0,1,13.0,1,0
2,53,334,2018.0,22,44090.12037037037,2.6567569067146595,0,1,0,4.0,2,0
2,53,316,2011.0,9,96045.0,1.4816045409242156,0,1,0,11.0,1,0
0,34,471,2021.0,2,7653.89,4.382026634673881,1,0,0,1.0,3,0
0,53,433,2020.0,2,6128.0,2.995732273553991,1,0,0,2.0,3,0
1,33,872,2005.0,18,156069.08239700377,1.0818051703517284,0,1,0,17.0,0,1
1,8,313,2015.0,23,91000.0,2.602689685444384,0,1,0,7.0,2,1
0,43,635,2016.0,9,26400.0,5.484796933490655,0,1,0,6.0,2,0
2,14,491,2012.0,22,87886.068,1.891604804197771,0,1,0,10.0,1,0
0,29,1039,2020.0,1,15767.532258064515,3.49650756146648,1,0,0,2.0,3,0
1,19,1138,2008.0,9,120987.17749603804,1.1631508098056809,0,0,1,14.0,0,1
2,53,32,2018.0,3,30000.0,3.349904087274605,0,1,0,4.0,2,0
2,53,1306,2014.0,22,48000.0,2.33214389523559,0,1,0,8.0,1,0
0,17,120,2014.0,8,77686.18630136986,2.0149030205422647,0,1,0,8.0,1,0
2,34,844,2008.0,2,80000.0,1.9021075263969205,0,1,0,14.0,0,0
2,29,1038,2010.0,11,111522.88737864078,2.3513752571634776,0,1,0,12.0,1,0
2,28,1069,2014.0,22,77686.18630136986,3.332204510175204,0,1,0,8.0,1,0
2,17,382,2006.0,22,160141.0,0.9895411936137476,0,0,1,16.0,0,0
0,25,1213,2014.0,18,42513.0,2.0541237336955462,0,1,0,8.0,1,0
0,53,316,2009.0,10,92000.0,1.547562508716013,0,1,0,13.0,1,0
0,34,465,2010.0,22,65238.0,2.0149030205422647,0,1,0,12.0,1,0
0,53,946,2006.0,3,120420.0,1.0715836162801904,0,0,1,16.0,0,0
0,29,480,2009.0,18,115596.78333333334,1.7578579175523736,0,1,0,13.0,1,0
2,29,730,2010.0,2,96000.0,1.667706820558076,0,1,0,12.0,1,0
2,34,840,2014.0,2,51000.0,2.772588722239781,0,1,0,8.0,1,0
2,29,624,2016.0,2,59739.19502074689,3.1780538303479458,0,1,0,6.0,2,0
0,34,251,2009.0,2,53000.0,1.667706820558076,0,1,0,13.0,1,0
0,53,321,2008.0,9,120987.17749603804,1.2809338454620642,0,0,1,14.0,0,0
0,29,1038,2010.0,18,111522.88737864078,2.2082744135228043,0,1,0,12.0,1,0
2,53,42,2009.0,9,85020.0,1.9459101490553128,0,1,0,13.0,1,0
0,53,406,2014.0,10,32000.0,1.916922612182061,0,1,0,8.0,1,0
0,34,251,2009.0,2,45000.0,1.791759469228055,0,1,0,13.0,1,0
2,53,42,2005.0,9,87886.068,1.791759469228055,0,1,0,17.0,0,0
2,34,598,2018.0,2,56263.0,4.047427642434349,0,1,0,4.0,2,0
0,17,392,2013.0,2,87886.068,1.7047480922384253,0,1,0,9.0,1,0
0,17,120,2019.0,9,23881.0,2.772588722239781,0,1,0,3.0,3,0
2,29,472,2013.0,22,87886.068,2.2512917986064958,0,1,0,9.0,1,0
2,17,120,2011.0389667601264,18,87886.068,0.4824261492442928,0,0,1,10.961033239873586,1,0
0,29,480,2008.0,22,65000.0,1.667706820558076,0,1,0,14.0,0,0
1,37,882,2002.0,8,125000.0,1.0473189942805592,0,1,0,20.0,0,1
0,53,34,2004.0,9,87886.068,0.8329091229351039,0,0,1,18.0,0,0
1,53,406,2013.0,8,70168.0,1.7404661748405046,0,1,0,9.0,1,1
2,29,1042,2015.0,18,66000.63322884013,2.6741486494265287,0,1,0,7.0,2,0
0,3,13,2010.0,2,87886.068,1.4770487243883548,0,1,0,12.0,1,0
0,53,1313,2009.0,8,115596.78333333334,1.9600947840472696,0,1,0,13.0,1,0
0,53,316,2018.0,18,33000.0,2.923161580719156,0,1,0,4.0,2,0
2,53,988,2011.0,9,65000.0,1.9600947840472696,0,1,0,11.0,1,0
2,29,480,2008.0,18,71836.0,1.6094379124341005,0,1,0,14.0,0,0
0,53,1005,2007.0,2,136529.0,1.2947271675944,0,0,1,15.0,0,0
2,34,588,2017.0,3,65000.0,3.332204510175204,0,1,0,5.0,2,0
2,53,666,2008.0,9,120987.17749603804,2.0149030205422647,0,1,0,14.0,0,0
0,29,771,2012.0,9,101664.2219387755,3.3843902633457743,0,1,0,10.0,1,0
0,53,316,2010.0,22,41235.0,1.62924053973028,0,1,0,12.0,1,0
2,34,593,2013.0,17,96000.0,2.4849066497880004,0,1,0,9.0,1,0
0,34,254,2009.0,9,135511.0,1.1314021114911006,0,0,1,13.0,1,0
2,34,586,2015.0,9,85000.0,2.5416019934645457,0,1,0,7.0,2,0
2,34,586,2015.0,9,32000.0,2.862200880929469,0,1,0,7.0,2,0
0,17,120,2014.0,5,95683.0,1.6863989535702288,0,0,1,8.0,1,0
0,14,1084,2018.0,2,42384.0,2.7536607123542622,0,1,0,4.0,2,0
0,34,465,2014.0,9,77686.18630136986,2.740840023925201,0,1,0,8.0,1,0
2,29,621,2007.0,9,139643.87962962964,2.1162555148025524,0,1,0,15.0,0,0
2,53,437,2004.0,3,87886.068,1.029619417181158,0,0,1,18.0,0,0
0,17,120,2019.0,9,25130.0,2.862200880929469,0,1,0,3.0,3,0
2,17,371,2014.0,17,79000.0,1.5040773967762742,0,0,1,8.0,1,0
0,29,1028,2017.0,22,37000.0,2.917770732084279,0,0,1,5.0,2,0
2,0,858,2012.0,2,65200.0,1.8794650496471603,0,1,0,10.0,1,0
0,53,876,2003.0,10,133450.0,1.0681530811834012,0,0,1,19.0,0,0
2,29,1038,2011.0,22,99631.70047169812,2.3513752571634776,0,1,0,11.0,1,0
0,53,406,2014.0,2,77686.18630136986,1.9459101490553128,0,1,0,8.0,1,0
0,53,316,2013.0,2,87886.068,1.6770965609079151,0,0,1,9.0,1,0
1,53,316,2012.0,2,101664.2219387755,1.824549292051046,0,1,0,10.0,1,1
2,53,1313,2010.0,22,111522.88737864078,2.1162555148025524,0,1,0,12.0,1,0
0,19,1202,2014.0,9,56225.0,1.5789787049493915,0,1,0,8.0,1,0
0,53,801,2021.0,2,1156.0,3.56953269648137,1,0,0,1.0,3,0
2,53,1261,2019.0,22,42671.0,3.258096538021482,0,1,0,3.0,3,0
0,29,723,2014.0,22,73623.0,2.4595888418037104,0,1,0,8.0,1,0
2,17,1223,2003.0,18,85632.60204976478,1.0681530811834012,0,1,0,19.0,0,0
0,7,512,2020.0,2,11000.0,4.564348191467836,0,1,0,2.0,3,0
2,53,316,2013.0,17,63000.0,1.9740810260220096,0,1,0,9.0,1,0
2,29,1028,2010.0,2,87886.068,2.2512917986064958,0,1,0,12.0,1,0
0,34,591,2015.0,2,66000.63322884013,2.501435951739211,0,1,0,7.0,2,0
2,29,1046,2014.0,18,77686.18630136986,2.617395832834079,0,1,0,8.0,1,0
2,14,491,2013.0,3,87886.068,1.62924053973028,0,0,1,9.0,1,0
0,19,1285,2016.0,18,59739.19502074689,2.4159137783010487,0,1,0,6.0,2,0
0,17,947,2018.0,18,22000.0,2.862200880929469,0,1,0,4.0,2,0
1,53,316,2007.0,8,139643.87962962964,1.4861396960896067,0,1,0,15.0,0,1
0,53,999,2013.0,2,100000.0,2.1400661634962708,0,1,0,9.0,1,0
2,29,623,2013.0,9,25000.0,2.617395832834079,0,0,1,9.0,1,0
2,53,318,2007.0,8,74053.0,1.5260563034950492,0,1,0,15.0,0,0
0,34,581,2008.0,3,87432.0,1.9726911717329556,0,1,0,14.0,0,0
2,53,316,2008.0,3,120987.17749603804,1.5686159179138452,0,1,0,14.0,0,0
1,53,990,2010.0,2,95088.0,1.6486586255873816,0,1,0,12.0,1,1
0,28,1106,2005.0,18,156069.08239700377,1.0986122886681098,0,0,1,17.0,0,0
0,29,1133,2002.0,18,101348.0,1.2809338454620642,0,0,1,20.0,0,0
2,53,427,2006.0,3,169259.0,0.9001613499442714,0,0,1,16.0,0,0
2,34,591,2014.0,2,85000.0,2.446685436967803,0,1,0,8.0,1,0
2,34,465,2012.0,2,69388.0,1.891604804197771,0,0,1,10.0,1,0
1,53,406,2013.0,17,127312.0,1.62924053973028,0,0,1,9.0,1,1
2,29,480,2008.0,2,82000.0,1.749199854809259,0,1,0,14.0,0,0
2,29,1033,2005.0,18,98075.0,1.5151272329628591,0,0,1,17.0,0,0
2,29,480,2007.0,8,139643.87962962964,1.667706820558076,0,1,0,15.0,0,0
0,25,914,2013.0,2,78000.0,1.308332819650179,0,0,1,9.0,1,0
2,53,36,2010.0,2,111522.88737864078,2.6878474937846906,0,1,0,12.0,1,0
0,53,321,2008.0,18,120987.17749603804,1.029619417181158,0,0,1,14.0,0,0
0,29,480,2008.0,9,128046.0,1.4586150226995167,0,0,1,14.0,0,0
2,29,723,2007.0,2,93331.0,1.449269160281279,0,1,0,15.0,0,0
0,34,245,2021.0,22,7653.89,4.23410650459726,1,0,0,1.0,3,0
2,3,95,2004.0,10,1.0,1.144222799920162,0,0,1,18.0,0,0
2,29,480,2009.0,18,89000.0,1.7047480922384253,0,1,0,13.0,1,0
2,29,472,2014.0,22,77686.18630136986,2.3513752571634776,0,1,0,8.0,1,0
1,29,1033,2005.0,9,78000.0,1.766441661243765,0,1,0,17.0,0,1
2,34,593,2010.0,22,73340.0,2.1258479144939915,0,1,0,12.0,1,0
2,29,621,2016.0,2,52140.0,2.6741486494265287,0,0,1,6.0,2,0
2,34,580,2013.0,18,106199.0,2.2417729535972883,0,1,0,9.0,1,0
2,53,316,2009.0,2,115596.78333333334,1.5260563034950492,0,1,0,13.0,1,0
0,34,267,2014.0,9,77686.18630136986,2.174751721484161,0,0,1,8.0,1,0
2,53,427,2007.0,9,125000.0,1.3862943611198906,0,1,0,15.0,0,0
2,53,316,2009.0,8,107036.0,1.308332819650179,0,0,1,13.0,1,0
2,53,1256,2006.0,22,75000.0,1.8718021769015916,0,1,0,16.0,0,0
2,53,801,2015.0,2,66000.63322884013,2.933856869835904,0,0,1,7.0,2,0
2,53,32,2015.0,2,66000.63322884013,3.0204248861443626,0,1,0,7.0,2,0
2,29,1038,2008.0,18,120987.17749603804,1.840549633397487,0,1,0,14.0,0,0
2,29,734,2008.0,18,112189.0,1.5432981099295553,0,1,0,14.0,0,0
2,53,316,2008.0,18,120987.17749603804,1.4701758451005926,0,1,0,14.0,0,0
0,53,1306,2011.0,17,89362.0,2.2823823856765264,0,1,0,11.0,1,0
0,14,530,2010.0,2,127565.0,1.5686159179138452,0,0,1,12.0,1,0
2,33,300,2008.0,17,87886.068,1.6639260977181702,0,1,0,14.0,0,0
0,53,1240,2015.0,9,44268.0,2.3513752571634776,0,1,0,7.0,2,0
0,29,727,2008.0,18,56252.0,1.916922612182061,0,1,0,14.0,0,0
0,34,593,2013.0,2,89512.0,1.9242486522741336,0,0,1,9.0,1,0
2,34,251,2009.0,2,84000.0,1.8718021769015916,0,1,0,13.0,1,0
2,53,34,2008.0,9,55000.0,2.0541237336955462,0,1,0,14.0,0,0
0,53,316,2008.0,18,120987.17749603804,1.5040773967762742,0,1,0,14.0,0,0
0,34,465,2007.0,9,87886.068,1.1786549963416462,0,0,1,15.0,0,0
0,53,801,2020.0,2,87886.068,2.970414465569701,0,0,1,2.0,3,0
1,53,316,2011.051243271829,8,87886.068,0.6097655716208942,0,0,1,10.94875672817102,1,1
0,34,840,2015.0,22,66000.63322884013,2.72785282839839,0,1,0,7.0,2,0
2,34,588,2016.0,22,59739.19502074689,3.597312260588446,0,1,0,6.0,2,0
2,53,993,2010.0,2,84000.0,1.766441661243765,0,1,0,12.0,1,0
0,34,246,2006.0,17,146108.96941896025,1.1631508098056809,0,0,1,16.0,0,0
0,3,29,2007.0,9,80000.0,1.33500106673234,0,1,0,15.0,0,0
2,53,984,2011.0,2,52483.0,1.88706964903238,0,1,0,11.0,1,0
0,39,69,2009.0,2,98700.0,1.252762968495368,0,1,0,13.0,1,0
2,53,1242,2008.0,2,120987.17749603804,2.0149030205422647,0,1,0,14.0,0,0
1,29,474,2004.0,2,142542.0,1.0577902941478543,0,0,1,18.0,0,1
2,29,472,2006.0,18,146108.96941896025,1.5260563034950492,0,1,0,16.0,0,0
0,34,581,2011.0,18,99631.70047169812,2.0149030205422647,0,0,1,11.0,1,0
0,53,815,2019.0,2,4125.0,3.58351893845611,0,1,0,3.0,3,0
2,0,858,2008.0,22,52352.0,1.6094379124341005,0,1,0,14.0,0,0
1,53,316,2009.0,8,103850.0,1.5040773967762742,0,1,0,13.0,1,1
2,37,936,2004.0,18,180983.2039800995,1.1786549963416462,0,0,1,18.0,0,0
2,53,1260,2017.0,9,50333.97142857143,2.9444389791664403,0,1,0,5.0,2,0
2,29,472,2004.0,22,180983.2039800995,1.5040773967762742,0,1,0,18.0,0,0
2,34,580,2014.0,18,90000.0,2.3702437414678603,0,0,1,8.0,1,0
2,53,316,2012.0,2,74158.0,2.0149030205422647,0,1,0,10.0,1,0
0,53,1002,2007.0,22,70000.0,1.7578579175523736,0,1,0,15.0,0,0
2,53,316,2018.0,2,44090.12037037037,2.598979106047848,0,1,0,4.0,2,0
0,34,570,2019.0,22,23881.0,4.912654885736052,0,1,0,3.0,3,0
2,29,626,2011.0,18,78523.0,2.760009940032921,0,1,0,11.0,1,0
0,34,465,2009.0,2,115596.78333333334,1.7047480922384253,0,1,0,13.0,1,0
2,34,267,2019.0,22,23881.0,2.8213788864092133,0,1,0,3.0,3,0
0,53,696,2020.0,22,253.0,3.030133700271324,1,0,0,2.0,3,0
0,34,840,2007.0,2,139643.87962962964,1.3737155789130306,0,0,1,15.0,0,0
2,53,238,2019.0,17,23881.0,2.970414465569701,0,1,0,3.0,3,0
1,29,480,2007.0,9,165986.0,1.7047480922384253,0,1,0,15.0,0,1
0,53,876,2006.0,2,100000.0,1.1631508098056809,0,1,0,16.0,0,0
2,29,1056,2010.0,3,75241.0,2.2192034840549946,0,1,0,12.0,1,0
2,29,610,2005.0,3,184460.0,1.597365331199831,0,1,0,17.0,0,0
0,34,465,2011.0,22,58000.0,1.713797927758343,0,0,1,11.0,1,0
0,28,1068,2020.0,8,19000.0,3.912023005428146,0,1,0,2.0,3,0
0,37,891,2008.0,2,80000.0,1.3480731482996928,0,0,1,14.0,0,0
0,8,739,2014.0,2,77686.18630136986,1.791759469228055,0,0,1,8.0,1,0
1,53,1175,2006.0,9,84000.0,1.5040773967762742,0,1,0,16.0,0,1
0,34,840,2006.0,18,120224.0,1.6094379124341005,0,0,1,16.0,0,0
2,34,588,2018.0,22,44090.12037037037,3.769306703226551,0,1,0,4.0,2,0
2,53,691,2017.0,22,50333.97142857143,2.862200880929469,0,1,0,5.0,2,0
0,17,160,2010.0,2,111522.88737864078,1.2947271675944,0,0,1,12.0,1,0
0,34,572,2021.0,22,7653.89,5.303304908059076,1,0,0,1.0,3,0
2,34,251,2011.0,9,74690.0,1.916922612182061,0,1,0,11.0,1,0
2,34,588,2021.0,2,7653.89,4.61512051684126,0,1,0,1.0,3,0
1,37,1096,2011.0,2,99000.0,1.589235205116581,0,1,0,11.0,1,1
2,53,316,2008.0,2,74225.0,1.5789787049493915,0,1,0,14.0,0,0
2,53,316,2009.0,17,115596.78333333334,1.5040773967762742,0,1,0,13.0,1,0
0,29,622,2021.0,2,7653.89,3.871201010907891,0,1,0,1.0,3,0
0,53,334,2018.0,18,5859.0,2.694627180770069,0,1,0,4.0,2,0
2,29,622,2011.0,18,99631.70047169812,2.6741486494265287,0,1,0,11.0,1,0
2,29,1042,2014.0,22,77686.18630136986,2.602689685444384,0,0,1,8.0,1,0
0,53,420,2008.0,2,75000.0,1.3862943611198906,0,1,0,14.0,0,0
0,17,120,2004.0,3,45214.0,1.2947271675944,0,1,0,18.0,0,0
2,53,691,2018.0,9,63000.0,2.772588722239781,0,1,0,4.0,2,0
0,53,1174,2010.0,10,85000.0,2.0412203288596382,0,1,0,12.0,1,0
2,29,727,2007.0,9,81000.0,1.6863989535702288,0,1,0,15.0,0,0
1,53,316,2002.0,18,132854.0,1.0473189942805592,0,1,0,20.0,0,1
0,53,406,2012.0,17,101664.2219387755,1.6582280766035324,0,1,0,10.0,1,0
0,34,599,2017.0,9,50333.97142857143,3.433664571799657,0,1,0,5.0,2,0
2,53,42,2005.0,2,87886.068,1.6486586255873816,0,1,0,17.0,0,0
0,34,251,2015.0,2,65000.0,2.694627180770069,0,1,0,7.0,2,0
0,53,1163,2014.0,9,77686.18630136986,2.186051276738094,0,1,0,8.0,1,0
0,3,95,2014.0,3,68532.0,2.740840023925201,0,0,1,8.0,1,0
0,34,593,2013.0,2,60000.0,2.3978952727983707,0,1,0,9.0,1,0
2,29,1038,2008.0,2,92000.0,1.88706964903238,0,1,0,14.0,0,0
2,34,844,2013.0,3,87886.068,2.694627180770069,0,1,0,9.0,1,0
0,29,727,2008.0,3,120987.17749603804,1.6094379124341005,0,0,1,14.0,0,0
0,53,316,2014.0,2,65000.0,1.8718021769015916,0,1,0,8.0,1,0
2,1,964,2010.0,9,159339.0,2.0476928433652555,0,1,0,12.0,1,0
0,53,316,2021.0,9,1000.0,3.6375861597263857,1,0,0,1.0,3,0
2,29,472,2010.0,18,65.0,1.8718021769015916,0,1,0,12.0,1,0
0,53,239,2018.0,8,5124.0,2.803360380906535,0,1,0,4.0,2,0
2,53,1294,2007.0,10,115000.0,2.0541237336955462,0,1,0,15.0,0,0
0,53,350,2019.0,22,23881.0,2.833213344056216,0,1,0,3.0,3,0
2,11,199,2011.0,17,163756.0,1.6409365794934714,0,1,0,11.0,1,0
2,25,1217,2011.0,18,99631.70047169812,1.4586150226995167,0,0,1,11.0,1,0
0,29,1033,2005.0,9,156069.08239700377,1.4586150226995167,0,0,1,17.0,0,0
2,29,624,2016.0,2,59739.19502074689,3.1354942159291497,0,1,0,6.0,2,0
2,53,406,2003.0,18,87886.068,0.9895411936137476,0,0,1,19.0,0,0
2,53,1240,2020.0,22,10000.0,3.2752561583043085,0,1,0,2.0,3,0
0,53,350,2019.0,22,14000.0,2.9391619220655967,0,1,0,3.0,3,0
2,53,406,2006.0,10,60872.0,1.144222799920162,0,0,1,16.0,0,0
2,29,729,2007.0,22,95000.0,1.62924053973028,0,1,0,15.0,0,0
2,53,52,2005.0,3,150000.0,1.5040773967762742,0,1,0,17.0,0,0
2,53,1157,2009.0,9,98757.0,2.157559320943788,0,1,0,13.0,1,0
2,29,1028,2015.0,9,61000.0,2.617395832834079,0,1,0,7.0,2,0
0,29,1038,2007.0,18,45214.0,1.8082887711792652,0,1,0,15.0,0,0
0,19,496,2014.0,2,77686.18630136986,1.8562979903656265,0,1,0,8.0,1,0
2,29,1046,2013.0,2,37662.0,2.803360380906535,0,1,0,9.0,1,0
0,53,678,2011.0,22,58666.0,2.272125885509337,0,1,0,11.0,1,0
1,53,406,2017.0,2,96000.0,2.0541237336955462,0,1,0,5.0,2,1
2,34,850,2013.0,2,13120.0,2.6741486494265287,0,1,0,9.0,1,0
0,17,137,2008.0,2,87886.068,0.9895411936137476,0,0,1,14.0,0,0
2,17,150,2010.0,9,113850.0,1.6714733033535532,0,0,1,12.0,1,0
1,53,876,2008.0,3,142658.0,1.547562508716013,0,1,0,14.0,0,1
0,53,803,2010.0,2,112789.0,2.740840023925201,0,0,1,12.0,1,0
2,0,863,2009.0,18,63214.0,1.55814461804655,0,1,0,13.0,1,0
1,16,1269,2010.0,2,177412.0,1.5040773967762742,0,0,1,12.0,1,1
2,0,863,2007.0,9,75000.0,1.5789787049493915,0,1,0,15.0,0,0
2,53,1287,2017.0,18,3445.0,3.4339872044851463,0,1,0,5.0,2,0
0,53,406,2014.0,9,77686.18630136986,1.7316555451583495,0,0,1,8.0,1,0
2,29,622,2021.0,9,7653.89,3.828641396489095,0,1,0,1.0,3,0
2,34,273,2000.0,18,87886.068,0.6418538861723947,0,0,1,22.0,0,0
2,0,1233,2012.0,9,101664.2219387755,1.7227665977411035,0,1,0,10.0,1,0
0,10,228,2006.0,22,87886.068,0.8544153281560676,0,0,1,16.0,0,0
2,53,436,2004.0,22,50000.0,1.2947271675944,0,1,0,18.0,0,0
0,53,406,2014.0,2,41421.0,1.8718021769015916,0,1,0,8.0,1,0
0,34,274,2020.0,22,13171.0,3.871201010907891,0,1,0,2.0,3,0
2,29,1042,2013.0,2,45000.0,2.4423470353692043,0,1,0,9.0,1,0
0,19,1282,2016.0,18,56000.0,2.525728644308256,0,1,0,6.0,2,0
2,0,864,2009.0,22,115596.78333333334,1.6094379124341005,0,1,0,13.0,1,0
0,17,149,2011.0,9,60000.0,1.9740810260220096,0,1,0,11.0,1,0
2,53,657,2015.0,22,63088.0,2.6741486494265287,0,1,0,7.0,2,0
0,53,672,2006.0,3,38000.0,1.4350845252893227,0,0,1,16.0,0,0
0,19,1202,2015.0,2,45000.0,2.302585092994046,0,1,0,7.0,2,0
0,53,977,2013.0,18,46000.0,1.9878743481543453,0,1,0,9.0,1,0
2,11,312,2007.0,9,97300.0,1.208960345836975,0,1,0,15.0,0,0
2,34,251,2011.0,22,99631.70047169812,1.840549633397487,0,1,0,11.0,1,0
0,25,914,2012.0,18,87886.068,1.3376291891386096,0,0,1,10.0,1,0
2,29,622,2012.0,22,101664.2219387755,2.8903717578961645,0,1,0,10.0,1,0
2,29,483,2015.0,2,66000.63322884013,2.3513752571634776,0,0,1,7.0,2,0
0,17,120,2018.0,22,45123.0,2.1400661634962708,0,0,1,4.0,2,0
2,53,977,2015.0,9,66000.63322884013,2.3978952727983707,0,1,0,7.0,2,0
2,29,480,2010.0,2,95882.0,1.8718021769015916,0,1,0,12.0,1,0
0,29,623,2015.0,4,45382.0,3.019448800171307,0,1,0,7.0,2,0
2,53,316,2009.0,3,102850.0,1.6094379124341005,0,1,0,13.0,1,0
0,53,710,2019.0,22,23881.0,2.995732273553991,0,1,0,3.0,3,0
2,34,593,2013.0,3,87886.068,2.468099531471619,0,1,0,9.0,1,0
2,34,593,2014.0,4,77686.18630136986,2.580216829592325,0,1,0,8.0,1,0
0,53,316,2015.0,10,54895.0,2.0476928433652555,0,0,1,7.0,2,0
0,3,1360,2005.0,9,156069.08239700377,1.3862943611198906,0,1,0,17.0,0,0
0,34,274,2012.0,9,41527.0,2.3513752571634776,0,1,0,10.0,1,0
2,29,480,2008.0,17,124000.0,1.6863989535702288,0,1,0,14.0,0,0
0,29,1033,2005.0,9,75112.0,1.5040773967762742,0,0,1,17.0,0,0
1,53,316,2015.0,3,28381.0,2.066862759472976,0,1,0,7.0,2,1
2,29,472,2010.0,2,110315.0,1.713797927758343,0,1,0,12.0,1,0
0,34,591,2009.0,18,85617.2220556148,2.1400661634962708,0,1,0,13.0,1,0
0,34,1115,2007.0,2,80000.0,1.840549633397487,0,0,1,15.0,0,0
2,29,1038,2011.0,18,50000.0,2.34660197841082,0,1,0,11.0,1,0
0,34,840,2014.0,9,12202.0,2.772588722239781,0,1,0,8.0,1,0
0,39,63,2003.0,3,120000.0,1.308332819650179,0,1,0,19.0,0,0
0,34,251,2009.0,2,115596.78333333334,1.5040773967762742,0,0,1,13.0,1,0
2,37,177,2012.0,9,87886.068,1.3812818192963463,0,1,0,10.0,1,0
2,53,1244,2012.0,1,101664.2219387755,2.360854001118021,0,1,0,10.0,1,0
2,53,1005,2007.0,22,139643.87962962964,1.6486586255873816,0,1,0,15.0,0,0
2,29,1134,2005.0,2,98000.0,1.3987168811184478,0,0,1,17.0,0,0
2,53,1287,2014.0,2,24457.0,3.332204510175204,0,1,0,8.0,1,0
0,34,465,2014.0,2,77686.18630136986,2.6390573296152584,0,1,0,8.0,1,0
2,34,251,2009.0,9,74141.0,1.7316555451583495,0,1,0,13.0,1,0
2,29,472,2006.0,2,146108.96941896025,1.4586150226995167,0,1,0,16.0,0,0
0,53,316,2013.0,2,89546.0,1.766441661243765,0,1,0,9.0,1,0
0,34,1126,2008.0,18,56987.0,1.8718021769015916,0,0,1,14.0,0,0
2,29,480,2007.0,9,139643.87962962964,1.4816045409242156,0,0,1,15.0,0,0
0,53,316,2010.0,3,140796.0,1.5686159179138452,0,1,0,12.0,1,0
2,29,1040,2021.0,2,26000.0,3.4339872044851463,0,1,0,1.0,3,0
1,19,1202,2017.0,17,50333.97142857143,2.079441541679836,0,1,0,5.0,2,1
0,14,523,2015.0,2,66000.63322884013,1.7047480922384253,0,0,1,7.0,2,0
0,34,251,2008.0,2,90000.0,1.7047480922384253,0,1,0,14.0,0,0
2,34,578,2011.0,18,50000.0,2.2512917986064958,0,1,0,11.0,1,0
2,28,1103,2011.0,2,7842.0,2.1174596088673567,0,0,1,11.0,1,0
0,34,581,2008.0,2,98569.0,1.1939224684724346,0,0,1,14.0,0,0
2,53,1308,2013.0,2,87886.068,2.580216829592325,0,1,0,9.0,1,0
2,29,480,2009.0,8,115596.78333333334,1.667706820558076,0,1,0,13.0,1,0
2,53,1018,2019.0,9,800.0,3.0204248861443626,0,1,0,3.0,3,0
2,29,1038,2007.0,22,108576.0,1.8164520818184269,0,1,0,15.0,0,0
1,37,1153,2015.0,17,120000.0,1.6389967146756448,0,1,0,7.0,2,1
0,34,463,2017.0,2,25000.0,3.0204248861443626,0,1,0,5.0,2,0
2,29,622,2012.0,2,115202.0,2.724579503053421,0,1,0,10.0,1,0
2,29,729,2007.0,18,75000.0,1.62924053973028,0,1,0,15.0,0,0
0,53,316,2018.0,17,36525.0,2.4553061800117097,0,1,0,4.0,2,0
0,34,251,2012.0,22,101664.2219387755,1.9947003132247447,0,1,0,10.0,1,0
2,29,1028,2003.0,1,87416.0,1.4586150226995167,0,1,0,19.0,0,0
0,28,1083,2019.0,9,19852.0,4.110873864173311,0,1,0,3.0,3,0
2,29,1028,2009.0,18,115596.78333333334,1.824549292051046,0,1,0,13.0,1,0
